OID,SIM_ANTI,UCS,UCS_F,PAISAJE,CLIMA,TIPO_RELIE,LITOLOGÍA,CARACTERÍ,CARACTER_1,COMPONENTE,PERFIL,PORCENTAJE,FASES,Conteo,Suelo1,Suelo2,Suelo3,Suelo4,Suelo5,Suelo6,Suelo7,Suelo8,Perfil1,Perfil2,Perfil3,Perfil4,Perfil5,Perfil6,Perfil7,Perfil8,Porcent1,Porcent2,Porcent3,Porcent4,Porcent5,Porcent6,Porcent7,Porcent8,Index_Taxo,Index_Prop,Unit_Carto,Departamen
-1, ,YA,YAe1,Montaña,Templado humedo a muy humedo,Filas y vigas,Rocas igneas (cuarzodioritas y granodioritas) y depositos de cenizas volcanicas,"Profundos, bien drenados, texturas medias y finas, erosion ligera y moderada, fertilidad baja, reaccion muy fuerte a fuertemente acida", ,Asociacion Yarumal: Typic Hapludands; Humic Dystrudepts; Typic Dystrudepts; Hydric Fulvudands; Oxic Dystrudepts; Typic Kandiudults,"A206, A207, A208; A539, A199, A200, A201, A202, A203; A550, A407, A196; A422; A211, A205; A441","35, 25, 25, 5, 5, 5", ,6,Typic_Hapludands,Humic_Dystrudepts,Typic_Dystrudepts,Hydric_Fulvudands,Oxic_Dystrudepts,Typic_Kandiudults,NA,NA,"A206, A207, A208","A539, A199, A200, A201, A202, A203","A550, A407, A196",A422,"A211, A205",A441,NA,NA,35,25,25,5,5,5,NA,NA,0.000000000000000,0.000000000000000,Asociacion_Yarumal,Antioquia
-1, ,YA,YAf2,Montaña,Templado humedo a muy humedo,Filas y vigas,Rocas igneas (cuarzodioritas y granodioritas) y depositos de cenizas volcanicas,"Profundos, bien drenados, texturas medias y finas, erosion ligera y moderada, fertilidad baja, reaccion muy fuerte a fuertemente acida", ,Asociacion Yarumal: Typic Hapludands; Humic Dystrudepts; Typic Dystrudepts; Hydric Fulvudands; Oxic Dystrudepts; Typic Kandiudults,"A206, A207, A208; A539, A199, A200, A201, A202, A203; A550, A407, A196; A422; A211, A205; A441","35, 25, 25, 5, 5, 5", ,6,Typic_Hapludands,Humic_Dystrudepts,Typic_Dystrudepts,Hydric_Fulvudands,Oxic_Dystrudepts,Typic_Kandiudults,NA,NA,"A206, A207, A208","A539, A199, A200, A201, A202, A203","A550, A407, A196",A422,"A211, A205",A441,NA,NA,35,25,25,5,5,5,NA,NA,0.000000000000000,0.000000000000000,Asociacion_Yarumal,Antioquia
-1, ,YA,YAf2,Montaña,Templado humedo a muy humedo,Filas y vigas,Rocas igneas (cuarzodioritas y granodioritas) y depositos de cenizas volcanicas,"Profundos, bien drenados, texturas medias y finas, erosion ligera y moderada, fertilidad baja, reaccion muy fuerte a fuertemente acida", ,Asociacion Yarumal: Typic Hapludands; Humic Dystrudepts; Typic Dystrudepts; Hydric Fulvudands; Oxic Dystrudepts; Typic Kandiudults,"A206, A207, A208; A539, A199, A200, A201, A202, A203; A550, A407, A196; A422; A211, A205; A441","35, 25, 25, 5, 5, 5", ,6,Typic_Hapludands,Humic_Dystrudepts,Typic_Dystrudepts,Hydric_Fulvudands,Oxic_Dystrudepts,Typic_Kandiudults,NA,NA,"A206, A207, A208","A539, A199, A200, A201, A202, A203","A550, A407, A196",A422,"A211, A205",A441,NA,NA,35,25,25,5,5,5,NA,NA,0.000000000000000,0.000000000000000,Asociacion_Yarumal,Antioquia
-1, ,ZC,ZCe,Montaña,Calido humedo a muy humedo,Filas y vigas,Rocas metamorficas (neisses y paraneisses migmatitico),"Profundos y moderadamente profundos, bien drenados, texturas finas y moderadamente finas a veces con fragmentos de roca, reaccion extremada a fuertemente acida, alta saturacion de aluminio, fertilidad baja", ,Asociacion Zaragoza: Oxic Dystrudepts; Typic Hapludox; Inceptic Hapludox; Typic Kandiudox; Typic Dystrudepts; Typic Udorthents,"A158, A162, A163, A165; A472, A160; A470, A159; A474, A401; A413, A466, A431, A164; A167","35, 25, 20, 10, 5, 5", ,6,Oxic_Dystrudepts,Typic_Hapludox,Inceptic_Hapludox,Typic_Kandiudox,Typic_Dystrudepts,Typic_Udorthents,NA,NA,"A158, A162, A163, A165","A472, A160","A470, A159","A474, A401","A413, A466, A431, A164",A167,NA,NA,35,25,20,10,5,5,NA,NA,0.000000000000000,0.000000000000000,Asociacion_Zaragoza,Antioquia
-1, ,ZC,ZCe,Montaña,Calido humedo a muy humedo,Filas y vigas,Rocas metamorficas (neisses y paraneisses migmatitico),"Profundos y moderadamente profundos, bien drenados, texturas finas y moderadamente finas a veces con fragmentos de roca, reaccion extremada a fuertemente acida, alta saturacion de aluminio, fertilidad baja", ,Asociacion Zaragoza: Oxic Dystrudepts; Typic Hapludox; Inceptic Hapludox; Typic Kandiudox; Typic Dystrudepts; Typic Udorthents,"A158, A162, A163, A165; A472, A160; A470, A159; A474, A401; A413, A466, A431, A164; A167","35, 25, 20, 10, 5, 5", ,6,Oxic_Dystrudepts,Typic_Hapludox,Inceptic_Hapludox,Typic_Kandiudox,Typic_Dystrudepts,Typic_Udorthents,NA,NA,"A158, A162, A163, A165","A472, A160","A470, A159","A474, A401","A413, A466, A431, A164",A167,NA,NA,35,25,20,10,5,5,NA,NA,0.000000000000000,0.000000000000000,Asociacion_Zaragoza,Antioquia
-1, ,ZC,ZCe1,Montaña,Calido humedo a muy humedo,Filas y vigas,Rocas metamorficas (neisses y paraneisses migmatitico),"Profundos y moderadamente profundos, bien drenados, texturas finas y moderadamente finas a veces con fragmentos de roca, reaccion extremada a fuertemente acida, alta saturacion de aluminio, fertilidad baja", ,Asociacion Zaragoza: Oxic Dystrudepts; Typic Hapludox; Inceptic Hapludox; Typic Kandiudox; Typic Dystrudepts; Typic Udorthents,"A158, A162, A163, A165; A472, A160; A470, A159; A474, A401; A413, A466, A431, A164; A167","35, 25, 20, 10, 5, 5", ,6,Oxic_Dystrudepts,Typic_Hapludox,Inceptic_Hapludox,Typic_Kandiudox,Typic_Dystrudepts,Typic_Udorthents,NA,NA,"A158, A162, A163, A165","A472, A160","A470, A159","A474, A401","A413, A466, A431, A164",A167,NA,NA,35,25,20,10,5,5,NA,NA,0.000000000000000,0.000000000000000,Asociacion_Zaragoza,Antioquia
-1, ,ZC,ZCe1,Montaña,Calido humedo a muy humedo,Filas y vigas,Rocas metamorficas (neisses y paraneisses migmatitico),"Profundos y moderadamente profundos, bien drenados, texturas finas y moderadamente finas a veces con fragmentos de roca, reaccion extremada a fuertemente acida, alta saturacion de aluminio, fertilidad baja", ,Asociacion Zaragoza: Oxic Dystrudepts; Typic Hapludox; Inceptic Hapludox; Typic Kandiudox; Typic Dystrudepts; Typic Udorthents,"A158, A162, A163, A165; A472, A160; A470, A159; A474, A401; A413, A466, A431, A164; A167","35, 25, 20, 10, 5, 5", ,6,Oxic_Dystrudepts,Typic_Hapludox,Inceptic_Hapludox,Typic_Kandiudox,Typic_Dystrudepts,Typic_Udorthents,NA,NA,"A158, A162, A163, A165","A472, A160","A470, A159","A474, A401","A413, A466, A431, A164",A167,NA,NA,35,25,20,10,5,5,NA,NA,0.000000000000000,0.000000000000000,Asociacion_Zaragoza,Antioquia
-1, ,ZC,ZCe1,Montaña,Calido humedo a muy humedo,Filas y vigas,Rocas metamorficas (neisses y paraneisses migmatitico),"Profundos y moderadamente profundos, bien drenados, texturas finas y moderadamente finas a veces con fragmentos de roca, reaccion extremada a fuertemente acida, alta saturacion de aluminio, fertilidad baja", ,Asociacion Zaragoza: Oxic Dystrudepts; Typic Hapludox; Inceptic Hapludox; Typic Kandiudox; Typic Dystrudepts; Typic Udorthents,"A158, A162, A163, A165; A472, A160; A470, A159; A474, A401; A413, A466, A431, A164; A167","35, 25, 20, 10, 5, 5", ,6,Oxic_Dystrudepts,Typic_Hapludox,Inceptic_Hapludox,Typic_Kandiudox,Typic_Dystrudepts,Typic_Udorthents,NA,NA,"A158, A162, A163, A165","A472, A160","A470, A159","A474, A401","A413, A466, A431, A164",A167,NA,NA,35,25,20,10,5,5,NA,NA,0.000000000000000,0.000000000000000,Asociacion_Zaragoza,Antioquia
-1, ,ZL,ZLb1,Altiplanicie,Frio humedo y frio muy humedo,Lomas y colinas,"Rocas igneas (granitos, cuarzo dioritas, granodioritas) con cobertura discontinua de cenizas volcanicas","Profundos, drenaje natural moderado a bueno, texturas variadas, fertilidad muy baja, fertilidad muy baja erosion ligera a severa", ,Asociacion Zulaibar: Andic Dystrudepts; Typic Dystrudepts; Humic Dystrudepts; Typic Hapludands; Typic Placudands; Oxic Dystrudepts,"A582, A319, A320; A312; A314, A316; A323; A318, A317; A585","35, 30, 20, 5, 5, 5", ,6,Andic_Dystrudepts,Typic_Dystrudepts,Humic_Dystrudepts,Typic_Hapludands,Typic_Placudands,Oxic_Dystrudepts,NA,NA,"A582, A319, A320",A312,"A314, A316",A323,"A318, A317",A585,NA,NA,35,30,20,5,5,5,NA,NA,0.000000000000000,0.000000000000000,Asociacion_Zulaibar,Antioquia
-1, ,ZL,ZLc1,Altiplanicie,Frio humedo y frio muy humedo,Lomas y colinas,"Rocas igneas (granitos, cuarzo dioritas, granodioritas) con cobertura discontinua de cenizas volcanicas","Profundos, drenaje natural moderado a bueno, texturas variadas, fertilidad muy baja, fertilidad muy baja erosion ligera a severa", ,Asociacion Zulaibar: Andic Dystrudepts; Typic Dystrudepts; Humic Dystrudepts; Typic Hapludands; Typic Placudands; Oxic Dystrudepts,"A582, A319, A320; A312; A314, A316; A323; A318, A317; A585","35, 30, 20, 5, 5, 5", ,6,Andic_Dystrudepts,Typic_Dystrudepts,Humic_Dystrudepts,Typic_Hapludands,Typic_Placudands,Oxic_Dystrudepts,NA,NA,"A582, A319, A320",A312,"A314, A316",A323,"A318, A317",A585,NA,NA,35,30,20,5,5,5,NA,NA,0.000000000000000,0.000000000000000,Asociacion_Zulaibar,Antioquia
-1, ,ZL,ZLd1,Altiplanicie,Frio humedo y frio muy humedo,Lomas y colinas,"Rocas igneas (granitos, cuarzo dioritas, granodioritas) con cobertura discontinua de cenizas volcanicas","Profundos, drenaje natural moderado a bueno, texturas variadas, fertilidad muy baja, fertilidad muy baja erosion ligera a severa", ,Asociacion Zulaibar: Andic Dystrudepts; Typic Dystrudepts; Humic Dystrudepts; Typic Hapludands; Typic Placudands; Oxic Dystrudepts,"A582, A319, A320; A312; A314, A316; A323; A318, A317; A585","35, 30, 20, 5, 5, 5", ,6,Andic_Dystrudepts,Typic_Dystrudepts,Humic_Dystrudepts,Typic_Hapludands,Typic_Placudands,Oxic_Dystrudepts,NA,NA,"A582, A319, A320",A312,"A314, A316",A323,"A318, A317",A585,NA,NA,35,30,20,5,5,5,NA,NA,0.000000000000000,0.000000000000000,Asociacion_Zulaibar,Antioquia
-1, ,ZL,ZLd1,Altiplanicie,Frio humedo y frio muy humedo,Lomas y colinas,"Rocas igneas (granitos, cuarzo dioritas, granodioritas) con cobertura discontinua de cenizas volcanicas","Profundos, drenaje natural moderado a bueno, texturas variadas, fertilidad muy baja, fertilidad muy baja erosion ligera a severa", ,Asociacion Zulaibar: Andic Dystrudepts; Typic Dystrudepts; Humic Dystrudepts; Typic Hapludands; Typic Placudands; Oxic Dystrudepts,"A582, A319, A320; A312; A314, A316; A323; A318, A317; A585","35, 30, 20, 5, 5, 5", ,6,Andic_Dystrudepts,Typic_Dystrudepts,Humic_Dystrudepts,Typic_Hapludands,Typic_Placudands,Oxic_Dystrudepts,NA,NA,"A582, A319, A320",A312,"A314, A316",A323,"A318, A317",A585,NA,NA,35,30,20,5,5,5,NA,NA,0.000000000000000,0.000000000000000,Asociacion_Zulaibar,Antioquia
-1, ,RA,RAai,Valle aluvial,Calido humedo,Plano de inundacion,Aluviones finos,"Superficiales y profundos, pobre y bien drenados, texturas finas, reaccion muy fuerte a moderadamente acida y fertilidad baja a moderada", ,Asociacion Rio Man: Vertic Endoaquepts; Typic Endoaquepts; Vertic Eutrudepts; Fluvaquentic Eutrudepts,AS128; AS111; AS129; AS110,"50, 30, 10, 10", ,4,Vertic_Endoaquepts,Typic_Endoaquepts,Vertic_Eutrudepts,Fluvaquentic_Eutrudepts,NA,NA,NA,NA,AS128,AS111,AS129,AS110,NA,NA,NA,NA,50,30,10,10,NA,NA,NA,NA,0.000000000000000,0.000000000000000,Asociacion_Rio_Man,Antioquia
-1, ,GM,GMc2,Lomerio,Calido humedo,Lomas y colinas,"Rocas sedimentarias (arcillolitas, areniscas y conglomerados)","Profundos, bien drenados, texturas moderadamente finas y finas, reaccion muy fuerte a fuertemente acida, alta saturacion de aluminio, fertilidad baja a muy baja", ,Asociacion Margarita: Typic Paleudults; Oxic Dystrudepts; Typic Dystrudepts,"A415, A446, A115; A114; A116","50, 25, 25", ,3,Typic_Paleudults,Oxic_Dystrudepts,Typic_Dystrudepts,NA,NA,NA,NA,NA,"A415, A446, A115",A114,A116,NA,NA,NA,NA,NA,50,25,25,NA,NA,NA,NA,NA,0.000000000000000,0.000000000000000,Asociacion_Margarita,Antioquia
-1, ,GM,GMc1,Lomerio,Calido humedo,Lomas y colinas,"Rocas sedimentarias (arcillolitas, areniscas y conglomerados)","Profundos, bien drenados, texturas moderadamente finas y finas, reaccion muy fuerte a fuertemente acida, alta saturacion de aluminio, fertilidad baja a muy baja", ,Asociacion Margarita: Typic Paleudults; Oxic Dystrudepts; Typic Dystrudepts,"A415, A446, A115; A114; A116","50, 25, 25", ,3,Typic_Paleudults,Oxic_Dystrudepts,Typic_Dystrudepts,NA,NA,NA,NA,NA,"A415, A446, A115",A114,A116,NA,NA,NA,NA,NA,50,25,25,NA,NA,NA,NA,NA,0.000000000000000,0.000000000000000,Asociacion_Margarita,Antioquia
-1, ,FG,FGa,Planicie aluvial,Calido humedo,Plano de inundacion,Aluviones heterometricos,"Profundos y superficiales, bien e imperfectamente drenados, texturas moderadamente finas a moderadamente gruesas, reaccion moderadamente acida a neutra, fertilidad moderada a alta", ,Asociacion El Real: Fluvaquentic Eutrudepts; Typic Udifluvents; Typic Fluvaquents; Aquic Udipsamments; Humic Eutrudepts,"AS88, AS146; AS62, A76; AS123; AS103; A77, A79","35, 30, 25, 5, 5", ,5,Fluvaquentic_Eutrudepts,Typic_Udifluvents,Typic_Fluvaquents,Aquic_Udipsamments,Humic_Eutrudepts,NA,NA,NA,"AS88, AS146","AS62, A76",AS123,AS103,"A77, A79",NA,NA,NA,35,30,25,5,5,NA,NA,NA,0.000000000000000,0.000000000000000,Asociacion_El_Real,Antioquia
-1, ,GM,GMc1,Lomerio,Calido humedo,Lomas y colinas,"Rocas sedimentarias (arcillolitas, areniscas y conglomerados)","Profundos, bien drenados, texturas moderadamente finas y finas, reaccion muy fuerte a fuertemente acida, alta saturacion de aluminio, fertilidad baja a muy baja", ,Asociacion Margarita: Typic Paleudults; Oxic Dystrudepts; Typic Dystrudepts,"A415, A446, A115; A114; A116","50, 25, 25", ,3,Typic_Paleudults,Oxic_Dystrudepts,Typic_Dystrudepts,NA,NA,NA,NA,NA,"A415, A446, A115",A114,A116,NA,NA,NA,NA,NA,50,25,25,NA,NA,NA,NA,NA,0.000000000000000,0.000000000000000,Asociacion_Margarita,Antioquia
-1, ,CA,CA,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua, ,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua, ,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000000000000000,0.000000000000000,NA,Antioquia
-1, ,CA,CA,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua, ,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua, ,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000000000000000,0.000000000000000,NA,Antioquia
-1, ,CA,CA,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua, ,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua, ,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000000000000000,0.000000000000000,NA,Antioquia
-1, ,CA,CA,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua, ,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua, ,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000000000000000,0.000000000000000,NA,Antioquia
-1, ,IV,IVa,Lomerio,Calido humedo,Vallecitos coluvio-aluviales,Aluviones mixtos recientes,"Superficiales y moderadamente profundos, el drenaje natural varia de pobre a imperfecto y moderado, inundaciones irregulares, texturas variadas finas a moderadamente gruesas, fertilidad baja a moderada", ,Complejo Ite: Fluvaquentic Endoaquepts; Aquic Dystrudepts; Typic Dystrudepts; Typic Udorthents; Typic Udifluvents; Fluvaquentic Dystrudepts,"A402, A416, A467, A87; A414; A408, A88; A445; A68, A69, A70; A86","30, 30, 20, 10, 5, 5", ,6,Fluvaquentic_Endoaquepts,Aquic_Dystrudepts,Typic_Dystrudepts,Typic_Udorthents,Typic_Udifluvents,Fluvaquentic_Dystrudepts,NA,NA,"A402, A416, A467, A87",A414,"A408, A88",A445,"A68, A69, A70",A86,NA,NA,30,30,20,10,5,5,NA,NA,0.000000000000000,0.000000000000000,Complejo_Ite,Antioquia
-1, ,IV,IVa,Lomerio,Calido humedo,Vallecitos coluvio-aluviales,Aluviones mixtos recientes,"Superficiales y moderadamente profundos, el drenaje natural varia de pobre a imperfecto y moderado, inundaciones irregulares, texturas variadas finas a moderadamente gruesas, fertilidad baja a moderada", ,Complejo Ite: Fluvaquentic Endoaquepts; Aquic Dystrudepts; Typic Dystrudepts; Typic Udorthents; Typic Udifluvents; Fluvaquentic Dystrudepts,"A402, A416, A467, A87; A414; A408, A88; A445; A68, A69, A70; A86","30, 30, 20, 10, 5, 5", ,6,Fluvaquentic_Endoaquepts,Aquic_Dystrudepts,Typic_Dystrudepts,Typic_Udorthents,Typic_Udifluvents,Fluvaquentic_Dystrudepts,NA,NA,"A402, A416, A467, A87",A414,"A408, A88",A445,"A68, A69, A70",A86,NA,NA,30,30,20,10,5,5,NA,NA,0.000000000000000,0.000000000000000,Complejo_Ite,Antioquia
-1, ,IV,IVa,Lomerio,Calido humedo,Vallecitos coluvio-aluviales,Aluviones mixtos recientes,"Superficiales y moderadamente profundos, el drenaje natural varia de pobre a imperfecto y moderado, inundaciones irregulares, texturas variadas finas a moderadamente gruesas, fertilidad baja a moderada", ,Complejo Ite: Fluvaquentic Endoaquepts; Aquic Dystrudepts; Typic Dystrudepts; Typic Udorthents; Typic Udifluvents; Fluvaquentic Dystrudepts,"A402, A416, A467, A87; A414; A408, A88; A445; A68, A69, A70; A86","30, 30, 20, 10, 5, 5", ,6,Fluvaquentic_Endoaquepts,Aquic_Dystrudepts,Typic_Dystrudepts,Typic_Udorthents,Typic_Udifluvents,Fluvaquentic_Dystrudepts,NA,NA,"A402, A416, A467, A87",A414,"A408, A88",A445,"A68, A69, A70",A86,NA,NA,30,30,20,10,5,5,NA,NA,0.000000000000000,0.000000000000000,Complejo_Ite,Antioquia
-1, ,IV,IVa,Lomerio,Calido humedo,Vallecitos coluvio-aluviales,Aluviones mixtos recientes,"Superficiales y moderadamente profundos, el drenaje natural varia de pobre a imperfecto y moderado, inundaciones irregulares, texturas variadas finas a moderadamente gruesas, fertilidad baja a moderada", ,Complejo Ite: Fluvaquentic Endoaquepts; Aquic Dystrudepts; Typic Dystrudepts; Typic Udorthents; Typic Udifluvents; Fluvaquentic Dystrudepts,"A402, A416, A467, A87; A414; A408, A88; A445; A68, A69, A70; A86","30, 30, 20, 10, 5, 5", ,6,Fluvaquentic_Endoaquepts,Aquic_Dystrudepts,Typic_Dystrudepts,Typic_Udorthents,Typic_Udifluvents,Fluvaquentic_Dystrudepts,NA,NA,"A402, A416, A467, A87",A414,"A408, A88",A445,"A68, A69, A70",A86,NA,NA,30,30,20,10,5,5,NA,NA,0.000000000000000,0.000000000000000,Complejo_Ite,Antioquia
-1, ,IV,IVa,Lomerio,Calido humedo,Vallecitos coluvio-aluviales,Aluviones mixtos recientes,"Superficiales y moderadamente profundos, el drenaje natural varia de pobre a imperfecto y moderado, inundaciones irregulares, texturas variadas finas a moderadamente gruesas, fertilidad baja a moderada", ,Complejo Ite: Fluvaquentic Endoaquepts; Aquic Dystrudepts; Typic Dystrudepts; Typic Udorthents; Typic Udifluvents; Fluvaquentic Dystrudepts,"A402, A416, A467, A87; A414; A408, A88; A445; A68, A69, A70; A86","30, 30, 20, 10, 5, 5", ,6,Fluvaquentic_Endoaquepts,Aquic_Dystrudepts,Typic_Dystrudepts,Typic_Udorthents,Typic_Udifluvents,Fluvaquentic_Dystrudepts,NA,NA,"A402, A416, A467, A87",A414,"A408, A88",A445,"A68, A69, A70",A86,NA,NA,30,30,20,10,5,5,NA,NA,0.000000000000000,0.000000000000000,Complejo_Ite,Antioquia
-1, ,IV,IVa,Lomerio,Calido humedo,Vallecitos coluvio-aluviales,Aluviones mixtos recientes,"Superficiales y moderadamente profundos, el drenaje natural varia de pobre a imperfecto y moderado, inundaciones irregulares, texturas variadas finas a moderadamente gruesas, fertilidad baja a moderada", ,Complejo Ite: Fluvaquentic Endoaquepts; Aquic Dystrudepts; Typic Dystrudepts; Typic Udorthents; Typic Udifluvents; Fluvaquentic Dystrudepts,"A402, A416, A467, A87; A414; A408, A88; A445; A68, A69, A70; A86","30, 30, 20, 10, 5, 5", ,6,Fluvaquentic_Endoaquepts,Aquic_Dystrudepts,Typic_Dystrudepts,Typic_Udorthents,Typic_Udifluvents,Fluvaquentic_Dystrudepts,NA,NA,"A402, A416, A467, A87",A414,"A408, A88",A445,"A68, A69, A70",A86,NA,NA,30,30,20,10,5,5,NA,NA,0.000000000000000,0.000000000000000,Complejo_Ite,Antioquia
-1, ,IV,IVa,Lomerio,Calido humedo,Vallecitos coluvio-aluviales,Aluviones mixtos recientes,"Superficiales y moderadamente profundos, el drenaje natural varia de pobre a imperfecto y moderado, inundaciones irregulares, texturas variadas finas a moderadamente gruesas, fertilidad baja a moderada", ,Complejo Ite: Fluvaquentic Endoaquepts; Aquic Dystrudepts; Typic Dystrudepts; Typic Udorthents; Typic Udifluvents; Fluvaquentic Dystrudepts,"A402, A416, A467, A87; A414; A408, A88; A445; A68, A69, A70; A86","30, 30, 20, 10, 5, 5", ,6,Fluvaquentic_Endoaquepts,Aquic_Dystrudepts,Typic_Dystrudepts,Typic_Udorthents,Typic_Udifluvents,Fluvaquentic_Dystrudepts,NA,NA,"A402, A416, A467, A87",A414,"A408, A88",A445,"A68, A69, A70",A86,NA,NA,30,30,20,10,5,5,NA,NA,0.000000000000000,0.000000000000000,Complejo_Ite,Antioquia
-1, ,IV,IVa,Lomerio,Calido humedo,Vallecitos coluvio-aluviales,Aluviones mixtos recientes,"Superficiales y moderadamente profundos, el drenaje natural varia de pobre a imperfecto y moderado, inundaciones irregulares, texturas variadas finas a moderadamente gruesas, fertilidad baja a moderada", ,Complejo Ite: Fluvaquentic Endoaquepts; Aquic Dystrudepts; Typic Dystrudepts; Typic Udorthents; Typic Udifluvents; Fluvaquentic Dystrudepts,"A402, A416, A467, A87; A414; A408, A88; A445; A68, A69, A70; A86","30, 30, 20, 10, 5, 5", ,6,Fluvaquentic_Endoaquepts,Aquic_Dystrudepts,Typic_Dystrudepts,Typic_Udorthents,Typic_Udifluvents,Fluvaquentic_Dystrudepts,NA,NA,"A402, A416, A467, A87",A414,"A408, A88",A445,"A68, A69, A70",A86,NA,NA,30,30,20,10,5,5,NA,NA,0.000000000000000,0.000000000000000,Complejo_Ite,Antioquia
-1, ,IV,IVa,Lomerio,Calido humedo,Vallecitos coluvio-aluviales,Aluviones mixtos recientes,"Superficiales y moderadamente profundos, el drenaje natural varia de pobre a imperfecto y moderado, inundaciones irregulares, texturas variadas finas a moderadamente gruesas, fertilidad baja a moderada", ,Complejo Ite: Fluvaquentic Endoaquepts; Aquic Dystrudepts; Typic Dystrudepts; Typic Udorthents; Typic Udifluvents; Fluvaquentic Dystrudepts,"A402, A416, A467, A87; A414; A408, A88; A445; A68, A69, A70; A86","30, 30, 20, 10, 5, 5", ,6,Fluvaquentic_Endoaquepts,Aquic_Dystrudepts,Typic_Dystrudepts,Typic_Udorthents,Typic_Udifluvents,Fluvaquentic_Dystrudepts,NA,NA,"A402, A416, A467, A87",A414,"A408, A88",A445,"A68, A69, A70",A86,NA,NA,30,30,20,10,5,5,NA,NA,0.000000000000000,0.000000000000000,Complejo_Ite,Antioquia
-1, ,CS,CSa,Planicie aluvial,Calido humedo,Plano de inundacion,Aluviones medios y gruesos,"Superficiales, bien y pobremente drenados, texturas medias y gruesas, reaccion fuertemente acida y neutra, fertilidad moderada a alta", ,Complejo Cucharal: Typic Endoaquepts; Aquic Udifluvents; Typic Udipsamments; Aquic Udorthents,"AS107, AS182; AS105; AS144; A45, A47","40, 30, 25, 5", ,4,Typic_Endoaquepts,Aquic_Udifluvents,Typic_Udipsamments,Aquic_Udorthents,NA,NA,NA,NA,"AS107, AS182",AS105,AS144,"A45, A47",NA,NA,NA,NA,40,30,25,5,NA,NA,NA,NA,0.000000000000000,0.000000000000000,Complejo_Cucharal,Antioquia
-1, ,CS,CSa,Planicie aluvial,Calido humedo,Plano de inundacion,Aluviones medios y gruesos,"Superficiales, bien y pobremente drenados, texturas medias y gruesas, reaccion fuertemente acida y neutra, fertilidad moderada a alta", ,Complejo Cucharal: Typic Endoaquepts; Aquic Udifluvents; Typic Udipsamments; Aquic Udorthents,"AS107, AS182; AS105; AS144; A45, A47","40, 30, 25, 5", ,4,Typic_Endoaquepts,Aquic_Udifluvents,Typic_Udipsamments,Aquic_Udorthents,NA,NA,NA,NA,"AS107, AS182",AS105,AS144,"A45, A47",NA,NA,NA,NA,40,30,25,5,NA,NA,NA,NA,0.000000000000000,0.000000000000000,Complejo_Cucharal,Antioquia
-1, ,CS,CSa,Planicie aluvial,Calido humedo,Plano de inundacion,Aluviones medios y gruesos,"Superficiales, bien y pobremente drenados, texturas medias y gruesas, reaccion fuertemente acida y neutra, fertilidad moderada a alta", ,Complejo Cucharal: Typic Endoaquepts; Aquic Udifluvents; Typic Udipsamments; Aquic Udorthents,"AS107, AS182; AS105; AS144; A45, A47","40, 30, 25, 5", ,4,Typic_Endoaquepts,Aquic_Udifluvents,Typic_Udipsamments,Aquic_Udorthents,NA,NA,NA,NA,"AS107, AS182",AS105,AS144,"A45, A47",NA,NA,NA,NA,40,30,25,5,NA,NA,NA,NA,0.000000000000000,0.000000000000000,Complejo_Cucharal,Antioquia
-1, ,CS,CSa,Planicie aluvial,Calido humedo,Plano de inundacion,Aluviones medios y gruesos,"Superficiales, bien y pobremente drenados, texturas medias y gruesas, reaccion fuertemente acida y neutra, fertilidad moderada a alta", ,Complejo Cucharal: Typic Endoaquepts; Aquic Udifluvents; Typic Udipsamments; Aquic Udorthents,"AS107, AS182; AS105; AS144; A45, A47","40, 30, 25, 5", ,4,Typic_Endoaquepts,Aquic_Udifluvents,Typic_Udipsamments,Aquic_Udorthents,NA,NA,NA,NA,"AS107, AS182",AS105,AS144,"A45, A47",NA,NA,NA,NA,40,30,25,5,NA,NA,NA,NA,0.000000000000000,0.000000000000000,Complejo_Cucharal,Antioquia
