UCS_F,UCS_TIPO,DEPARTAMENTO,NUM_SUELOS,NIVEL_TAXO,RAO,NUCLEO_ID
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVDbi,Asociacion,Vichada,3,4,0.395,1
AVDbi,Asociacion,Vichada,3,4,0.395,1
AVDbi,Asociacion,Vichada,3,4,0.395,1
AVDbi,Asociacion,Vichada,3,4,0.395,1
AVDbi,Asociacion,Vichada,3,4,0.395,1
AVDbi,Asociacion,Vichada,3,4,0.395,1
AVDbi,Asociacion,Vichada,3,4,0.395,1
AVDbi,Asociacion,Vichada,3,4,0.395,1
AVDbi,Asociacion,Vichada,3,4,0.395,1
AVDbi,Asociacion,Vichada,3,4,0.395,1
AVDbi,Asociacion,Vichada,3,4,0.395,1
AVDbi,Asociacion,Vichada,3,4,0.395,1
AVDbi,Asociacion,Vichada,3,4,0.395,1
AVDbi,Asociacion,Vichada,3,4,0.395,1
AVDbi,Asociacion,Vichada,3,4,0.395,1
AVDbi,Asociacion,Vichada,3,4,0.395,1
AVDbi,Asociacion,Vichada,3,4,0.395,1
AVDbi,Asociacion,Vichada,3,4,0.395,1
AVDbi,Asociacion,Vichada,3,4,0.395,1
AVDbi,Asociacion,Vichada,3,4,0.395,1
AVDbi,Asociacion,Vichada,3,4,0.395,1
AVDbi,Asociacion,Vichada,3,4,0.395,1
AVDbi,Asociacion,Vichada,3,4,0.395,1
AVDbi,Asociacion,Vichada,3,4,0.395,1
AVDbi,Asociacion,Vichada,3,4,0.395,1
AVDbi,Asociacion,Vichada,3,4,0.395,1
AVDbi,Asociacion,Vichada,3,4,0.395,1
AVDbi,Asociacion,Vichada,3,4,0.395,1
AVDbi,Asociacion,Vichada,3,4,0.395,1
AVDbi,Asociacion,Vichada,3,4,0.395,1
AVDbi,Asociacion,Vichada,3,4,0.395,1
AVDbi,Asociacion,Vichada,3,4,0.395,1
AVDbi,Asociacion,Vichada,3,4,0.395,1
AVDbi,Asociacion,Vichada,3,4,0.395,1
AVDbi,Asociacion,Vichada,3,4,0.395,1
AVDbi,Asociacion,Vichada,3,4,0.395,1
AVDbi,Asociacion,Vichada,3,4,0.395,1
AVDbi,Asociacion,Vichada,3,4,0.395,1
AVDbi,Asociacion,Vichada,3,4,0.395,1
AVDbi,Asociacion,Vichada,3,4,0.395,1
AVDbi,Asociacion,Vichada,3,4,0.395,1
AVDbi,Asociacion,Vichada,3,4,0.395,1
AVDbi,Asociacion,Vichada,3,4,0.395,1
AVDbi,Asociacion,Vichada,3,4,0.395,1
AVDbi,Asociacion,Vichada,3,4,0.395,1
AVDbi,Asociacion,Vichada,3,4,0.395,1
AVDbi,Asociacion,Vichada,3,4,0.395,1
AVDbi,Asociacion,Vichada,3,4,0.395,1
AVDbi,Asociacion,Vichada,3,4,0.395,1
AVDbi,Asociacion,Vichada,3,4,0.395,1
AVDbi,Asociacion,Vichada,3,4,0.395,1
AVDbi,Asociacion,Vichada,3,4,0.395,1
AVDbi,Asociacion,Vichada,3,4,0.395,1
AVDbi,Asociacion,Vichada,3,4,0.395,1
AVDbi,Asociacion,Vichada,3,4,0.395,1
AVDbi,Asociacion,Vichada,3,4,0.395,1
AVDbi,Asociacion,Vichada,3,4,0.395,1
AVDbi,Asociacion,Vichada,3,4,0.395,1
AVDbi,Asociacion,Vichada,3,4,0.395,1
AVDbi,Asociacion,Vichada,3,4,0.395,1
AVDbi,Asociacion,Vichada,3,4,0.395,1
AVDbi,Asociacion,Vichada,3,4,0.395,1
AVDbi,Asociacion,Vichada,3,4,0.395,1
AVDbi,Asociacion,Vichada,3,4,0.395,1
AVDbi,Asociacion,Vichada,3,4,0.395,1
AVDbi,Asociacion,Vichada,3,4,0.395,1
AVDbi,Asociacion,Vichada,3,4,0.395,1
AVDbi,Asociacion,Vichada,3,4,0.395,1
AVDbi,Asociacion,Vichada,3,4,0.395,1
AVDbi,Asociacion,Vichada,3,4,0.395,1
AVDbi,Asociacion,Vichada,3,4,0.395,1
AVDbi,Asociacion,Vichada,3,4,0.395,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVBc1,Complejo,Vichada,4,4,0.49125,1
AVHai,Consociacion,Vichada,3,4,0.25,1
AVHai,Consociacion,Vichada,3,4,0.25,1
AVHai,Consociacion,Vichada,3,4,0.25,1
AVHai,Consociacion,Vichada,3,4,0.25,1
AVHai,Consociacion,Vichada,3,4,0.25,1
AVHai,Consociacion,Vichada,3,4,0.25,1
AVHai,Consociacion,Vichada,3,4,0.25,1
AVHai,Consociacion,Vichada,3,4,0.25,1
AVHai,Consociacion,Vichada,3,4,0.25,1
AVHai,Consociacion,Vichada,3,4,0.25,1
AVHai,Consociacion,Vichada,3,4,0.25,1
AVHai,Consociacion,Vichada,3,4,0.25,1
AVHai,Consociacion,Vichada,3,4,0.25,1
AVHai,Consociacion,Vichada,3,4,0.25,1
AVHai,Consociacion,Vichada,3,4,0.25,1
AVHai,Consociacion,Vichada,3,4,0.25,1
AVHai,Consociacion,Vichada,3,4,0.25,1
AVHai,Consociacion,Vichada,3,4,0.25,1
AVHai,Consociacion,Vichada,3,4,0.25,1
AVHai,Consociacion,Vichada,3,4,0.25,1
AVHai,Consociacion,Vichada,3,4,0.25,1
AVHai,Consociacion,Vichada,3,4,0.25,1
AVHai,Consociacion,Vichada,3,4,0.25,1
AVHai,Consociacion,Vichada,3,4,0.25,1
AVHai,Consociacion,Vichada,3,4,0.25,1
AVHai,Consociacion,Vichada,3,4,0.25,1
AVHai,Consociacion,Vichada,3,4,0.25,1
AVHai,Consociacion,Vichada,3,4,0.25,1
AVHai,Consociacion,Vichada,3,4,0.25,1
AVHai,Consociacion,Vichada,3,4,0.25,1
AVHai,Consociacion,Vichada,3,4,0.25,1
AVHai,Consociacion,Vichada,3,4,0.25,1
AVHai,Consociacion,Vichada,3,4,0.25,1
AVHai,Consociacion,Vichada,3,4,0.25,1
AVHai,Consociacion,Vichada,3,4,0.25,1
AVHai,Consociacion,Vichada,3,4,0.25,1
AVHai,Consociacion,Vichada,3,4,0.25,1
AVHai,Consociacion,Vichada,3,4,0.25,1
AVHai,Consociacion,Vichada,3,4,0.25,1
AVHai,Consociacion,Vichada,3,4,0.25,1
AVHai,Consociacion,Vichada,3,4,0.25,1
AVHai,Consociacion,Vichada,3,4,0.25,1
AVHai,Consociacion,Vichada,3,4,0.25,1
AVHai,Consociacion,Vichada,3,4,0.25,1
AVHai,Consociacion,Vichada,3,4,0.25,1
AVHai,Consociacion,Vichada,3,4,0.25,1
AVHai,Consociacion,Vichada,3,4,0.25,1
AVHai,Consociacion,Vichada,3,4,0.25,1
AVHai,Consociacion,Vichada,3,4,0.25,1
AVHai,Consociacion,Vichada,3,4,0.25,1
AVHai,Consociacion,Vichada,3,4,0.25,1
AVHai,Consociacion,Vichada,3,4,0.25,1
AVHai,Consociacion,Vichada,3,4,0.25,1
AVHai,Consociacion,Vichada,3,4,0.25,1
AVHai,Consociacion,Vichada,3,4,0.25,1
AVHai,Consociacion,Vichada,3,4,0.25,1
AVHai,Consociacion,Vichada,3,4,0.25,1
AVHai,Consociacion,Vichada,3,4,0.25,1
AVHai,Consociacion,Vichada,3,4,0.25,1
AVHai,Consociacion,Vichada,3,4,0.25,1
AVHai,Consociacion,Vichada,3,4,0.25,1
AVHai,Consociacion,Vichada,3,4,0.25,1
AVHai,Consociacion,Vichada,3,4,0.25,1
AVHai,Consociacion,Vichada,3,4,0.25,1
AVHai,Consociacion,Vichada,3,4,0.25,1
AVHai,Consociacion,Vichada,3,4,0.25,1
AVHai,Consociacion,Vichada,3,4,0.25,1
AVHai,Consociacion,Vichada,3,4,0.25,1
AVHai,Consociacion,Vichada,3,4,0.25,1
AVHai,Consociacion,Vichada,3,4,0.25,1
AVHai,Consociacion,Vichada,3,4,0.25,1
AVHai,Consociacion,Vichada,3,4,0.25,1
AVHai,Consociacion,Vichada,3,4,0.25,1
AVHai,Consociacion,Vichada,3,4,0.25,1
AVHai,Consociacion,Vichada,3,4,0.25,1
AVHai,Consociacion,Vichada,3,4,0.25,1
AVHai,Consociacion,Vichada,3,4,0.25,1
AVHai,Consociacion,Vichada,3,4,0.25,1
AVHai,Consociacion,Vichada,3,4,0.25,1
AVHai,Consociacion,Vichada,3,4,0.25,1
AVHai,Consociacion,Vichada,3,4,0.25,1
AVHai,Consociacion,Vichada,3,4,0.25,1
AVHai,Consociacion,Vichada,3,4,0.25,1
AVHai,Consociacion,Vichada,3,4,0.25,1
AVHai,Consociacion,Vichada,3,4,0.25,1
AVHai,Consociacion,Vichada,3,4,0.25,1
AVHai,Consociacion,Vichada,3,4,0.25,1
AVHai,Consociacion,Vichada,3,4,0.25,1
AVHai,Consociacion,Vichada,3,4,0.25,1
AVHai,Consociacion,Vichada,3,4,0.25,1
AVHai,Consociacion,Vichada,3,4,0.25,1
AVHai,Consociacion,Vichada,3,4,0.25,1
AVHai,Consociacion,Vichada,3,4,0.25,1
AVHai,Consociacion,Vichada,3,4,0.25,1
AVHai,Consociacion,Vichada,3,4,0.25,1
AVHai,Consociacion,Vichada,3,4,0.25,1
AVHai,Consociacion,Vichada,3,4,0.25,1
AVHai,Consociacion,Vichada,3,4,0.25,1
AVHai,Consociacion,Vichada,3,4,0.25,1
AVHai,Consociacion,Vichada,3,4,0.25,1
RUAai,Complejo,Vichada,3,4,0.44625,1
RUAai,Complejo,Vichada,3,4,0.44625,1
RUAai,Complejo,Vichada,3,4,0.44625,1
RUAai,Complejo,Vichada,3,4,0.44625,1
RUAai,Complejo,Vichada,3,4,0.44625,1
RUAai,Complejo,Vichada,3,4,0.44625,1
RUAai,Complejo,Vichada,3,4,0.44625,1
RUAai,Complejo,Vichada,3,4,0.44625,1
RUAai,Complejo,Vichada,3,4,0.44625,1
VVCai,Consociacion,Vichada,2,4,0.32,1
VVCai,Consociacion,Vichada,2,4,0.32,1
VVCai,Consociacion,Vichada,2,4,0.32,1
VVCai,Consociacion,Vichada,2,4,0.32,1
VVCai,Consociacion,Vichada,2,4,0.32,1
VVCai,Consociacion,Vichada,2,4,0.32,1
VVCai,Consociacion,Vichada,2,4,0.32,1
VVCai,Consociacion,Vichada,2,4,0.32,1
VVCai,Consociacion,Vichada,2,4,0.32,1
VVCai,Consociacion,Vichada,2,4,0.32,1
VVCai,Consociacion,Vichada,2,4,0.32,1
VVCai,Consociacion,Vichada,2,4,0.32,1
VVCai,Consociacion,Vichada,2,4,0.32,1
VVCai,Consociacion,Vichada,2,4,0.32,1
VVCai,Consociacion,Vichada,2,4,0.32,1
VVCai,Consociacion,Vichada,2,4,0.32,1
VVCai,Consociacion,Vichada,2,4,0.32,1
VVCai,Consociacion,Vichada,2,4,0.32,1
VVCai,Consociacion,Vichada,2,4,0.32,1
VVCai,Consociacion,Vichada,2,4,0.32,1
VVCai,Consociacion,Vichada,2,4,0.32,1
VVCai,Consociacion,Vichada,2,4,0.32,1
VVCai,Consociacion,Vichada,2,4,0.32,1
