OBJECTID,UCS,UCS_F,FASES,UCS_TIPO,DEPARTAMENTO,PAISAJE,CLIMA,TIPO_RELIEVE,LITOLOGIA,CARACTERISTICAS,PERFIL,PERFIL1,PERFIL2,PERFIL3,PERFIL4,AÅREA_ha,NUM_SUELO,SUELO1,SUELO2,SUELO3,SUELO4,PORC1,PORC2,PORC3,PORC4
412,LVB,LVBai,ai,Asociacion,Caqueta,Lomerio,Calido_humedo,Depresion,Depositos_organicos_poco_descompuestos_sobre_arcillas_gleizadas,"Muy_pobremente_drenados,_muy_superficiales,_extremadamente_acidos._Fertilidad_muy_baja",CQ-11; CQ-12,CQ-11,CQ-12,NA,NA,39.05789665,2,Typic_Humaquepts,Hidric_Haplofibrists,NA,NA,60,40,NA,NA
413,LVB,LVBai,ai,Asociacion,Caqueta,Lomerio,Calido_humedo,Depresion,Depositos_organicos_poco_descompuestos_sobre_arcillas_gleizadas,"Muy_pobremente_drenados,_muy_superficiales,_extremadamente_acidos._Fertilidad_muy_baja",CQ-11; CQ-12,CQ-11,CQ-12,NA,NA,26.98165408,2,Typic_Humaquepts,Hidric_Haplofibrists,NA,NA,60,40,NA,NA
414,LVB,LVBai,ai,Asociacion,Caqueta,Lomerio,Calido_humedo,Depresion,Depositos_organicos_poco_descompuestos_sobre_arcillas_gleizadas,"Muy_pobremente_drenados,_muy_superficiales,_extremadamente_acidos._Fertilidad_muy_baja",CQ-11; CQ-12,CQ-11,CQ-12,NA,NA,151.4819473,2,Typic_Humaquepts,Hidric_Haplofibrists,NA,NA,60,40,NA,NA
415,LVA,LVAd2,"b, c, c2, d, d2, e, e2",Asociacion,Caqueta,Lomerio,Calido_humedo,Lomas_y_colinas,Arcillas_abigarradas_de_la_formacion_Orito_y_Terciario_superior,"Bien_drenados,_moderadamente_profundos_a_profundos,_muy_fuerte_a_extremadamente_acidos,_alta_saturacion_de_aluminio._Fertilidad_muy_baja",T-250; T-225; CQ-135; CQ-52,T-250,T-225,CQ-135,CQ-52,75.03652695,4,Typic_Paleudults,Typic_Hapludults,Oxic_Dystrudepts,Aeric_Endoaquents,40,40,10,10
417,MVC,MVCf,"d, e, f, f2, g",Asociacion,Caqueta,Montana_estructural_erosional,Calido_humedo,Hogbacks_y_espinazos,"Estratos_fuertemente_basculados_de_areniscas,_arcillolitas_y_conglomerados","Bien_drenados,_moderadamente_profundos_a_superficiales,_fuertemente_acidos,_alta_saturacion_de_aluminio._Fertilidad_baja",78; T-234; 141,78,T-234,141,NA,126.811629,3,Lithic_Dystrudepts,Lithic_Udorthents,Oxic_Dystrudepts,NA,50,30,20,NA
421,LVA,LVAd2,"b, c, c2, d, d2, e, e2",Asociacion,Caqueta,Lomerio,Calido_humedo,Lomas_y_colinas,Arcillas_abigarradas_de_la_formacion_Orito_y_Terciario_superior,"Bien_drenados,_moderadamente_profundos_a_profundos,_muy_fuerte_a_extremadamente_acidos,_alta_saturacion_de_aluminio._Fertilidad_muy_baja",T-250; T-225; CQ-135; CQ-52,T-250,T-225,CQ-135,CQ-52,11793.82907,4,Typic_Paleudults,Typic_Hapludults,Oxic_Dystrudepts,Aeric_Endoaquents,40,40,10,10
422,PVE,PVEai,ai,Asociacion,Caqueta,Piedemonte_aluvial,Calido_humedo,Vallecitos,Sedimentos_aluviales_heterometricos_con_matriz_media_y_gruesa,"Pobremente_drenados_a_bien_drenados,_superficiales_a_profundos,_muy_fuertemente_acidos,_moderada_saturacion_de_aluminio._Fertilidad_baja",CQ-121; CQ-76; CQ-56,CQ-121,CQ-76,CQ-56,NA,367.6489609,3,Typic_Endoaquepts,Typic_Udifluvents,Typic_Udorthents,NA,40,40,20,NA
423,PVB,PVBa,"a, b, c",Asociacion,Caqueta,Piedemonte_aluvial,Calido_humedo,Abanicos_subrecientes,Sedimentos_coluvio_aluviales_finos,"Bien_a_pobremente_drenados,_profundos_a_superficiales,_extremada_a_fuertemente_acidos,_alta_saturacion_de_aluminio._Fertilidad_baja",T-233; T207; CQ-13,T-233,T207,CQ-13,NA,759.7944608,4,Oxic_Dystrudepts,Typic_Dystrudepts,Typic_Humaquepts,Typic_Paleudults,40,30,20,NA
424,PVD,PVDb,"b, c",Asociacion,Caqueta,Piedemonte_aluvial,Calido_humedo,Glacis_de_acumulacion,Sedimentos_finos,"Bien_drenados,_profundos,_moderada_a_alta_saturacion_de_aluminio,_extremadamente_acidos._Fertilidad_baja",CQ-75; CQ-55,CQ-75,CQ-55,NA,NA,252.5220794,2,luventic_Dystrudepts,Oxic_Dystrudepts,NA,NA,60,40,NA,NA
426,PVE,PVEai,ai,Asociacion,Caqueta,Piedemonte_aluvial,Calido_humedo,Vallecitos,Sedimentos_aluviales_heterometricos_con_matriz_media_y_gruesa,"Pobremente_drenados_a_bien_drenados,_superficiales_a_profundos,_muy_fuertemente_acidos,_moderada_saturacion_de_aluminio._Fertilidad_baja",CQ-121; CQ-76; CQ-56,CQ-121,CQ-76,CQ-56,NA,229.7336036,3,Typic_Endoaquepts,Typic_Udifluvents,Typic_Udorthents,NA,40,40,20,NA
427,LVE,LVEb,"ai, b",Asociacion,Caqueta,Lomerio,Calido_humedo,Vallecitos,Sedimentos_coluvio_aluviales_heterometricos,"Pobre_a_moderadamente_bien_drenados,_muy_superficiales_a_moderadamente_profundos,_extremadamente_acidos._Fertilidad_baja",CQ-134; T-224; 103,CQ-134,T-224,103,NA,221.3409477,3,Typic_Endoaquepts,Typic_Epiaquepts,Aquic_Udifluvents,NA,40,30,30,NA
428,LVA,LVAc,"b, c, c2, d, d2, e, e2",Asociacion,Caqueta,Lomerio,Calido_humedo,Lomas_y_colinas,Arcillas_abigarradas_de_la_formacion_Orito_y_Terciario_superior,"Bien_drenados,_moderadamente_profundos_a_profundos,_muy_fuerte_a_extremadamente_acidos,_alta_saturacion_de_aluminio._Fertilidad_muy_baja",T-250; T-225; CQ-135; CQ-52,T-250,T-225,CQ-135,CQ-52,5938.660945,4,Typic_Paleudults,Typic_Hapludults,Oxic_Dystrudepts,Aeric_Endoaquents,40,40,10,10
429,LVA,LVAc,"b, c, c2, d, d2, e, e2",Asociacion,Caqueta,Lomerio,Calido_humedo,Lomas_y_colinas,Arcillas_abigarradas_de_la_formacion_Orito_y_Terciario_superior,"Bien_drenados,_moderadamente_profundos_a_profundos,_muy_fuerte_a_extremadamente_acidos,_alta_saturacion_de_aluminio._Fertilidad_muy_baja",T-250; T-225; CQ-135; CQ-52,T-250,T-225,CQ-135,CQ-52,2420.584579,4,Typic_Paleudults,Typic_Hapludults,Oxic_Dystrudepts,Aeric_Endoaquents,40,40,10,10
432,MPA,MPAe,"c, d, e, f, f2, g",Asociacion,Caqueta,Montana_estructural_erosional,Templado_muy_humedo_y_humedo,Filas_y_vigas,Materiales_metamorficos_(granulitas_y_pegmattas),"Bien_drenados,_moderadamente_profundos_a_superficiales,_fuertemente_acidos,_alta_saturacion_de_aluminio._Fertilidad_baja",59; T-246; T-257,59,T-246,T-257,NA,26806.00295,3,Typic_Udorthents,Lithic_Udorthents,Typic_Dystrudepts,NA,40,30,30,NA
433,LVA,LVAb,"b, c, c2, d, d2, e, e2",Asociacion,Caqueta,Lomerio,Calido_humedo,Lomas_y_colinas,Arcillas_abigarradas_de_la_formacion_Orito_y_Terciario_superior,"Bien_drenados,_moderadamente_profundos_a_profundos,_muy_fuerte_a_extremadamente_acidos,_alta_saturacion_de_aluminio._Fertilidad_muy_baja",T-250; T-225; CQ-135; CQ-52,T-250,T-225,CQ-135,CQ-52,161.911527,4,Typic_Paleudults,Typic_Hapludults,Oxic_Dystrudepts,Aeric_Endoaquents,40,40,10,10
434,MPA,MPAc,"c, d, e, f, f2, g",Asociacion,Caqueta,Montana_estructural_erosional,Templado_muy_humedo_y_humedo,Filas_y_vigas,Materiales_metamorficos_(granulitas_y_pegmattas),"Bien_drenados,_moderadamente_profundos_a_superficiales,_fuertemente_acidos,_alta_saturacion_de_aluminio._Fertilidad_baja",59; T-246; T-257,59,T-246,T-257,NA,141.1479076,3,Typic_Udorthents,Lithic_Udorthents,Typic_Dystrudepts,NA,40,30,30,NA
443,VVD,VVDa,"a, b",Asociacion,Caqueta,Valle_aluvial,Calido_humedo,Terraza_alta,Depositos_aluviales_finos_y_medios,"Bien_a_pobremente_drenados,_profundos_a_superficiales,_extremada_a_fuertemente_acidos,_moderada_a_baja_capacidad_de_intercambio_cationico._Fertilidad_baja",CQ-63; CQ-45; CQ-18,CQ-63,CQ-45,CQ-18,NA,74.37303243,4,Typic_Hapludox,Typic_Kandiudox,Typic_Humaquepts,Typic_Dystrudepts,50,20,20,10
445,MVC,MVCe,"d, e, f, f2, g",Asociacion,Caqueta,Montana_estructural_erosional,Calido_humedo,Hogbacks_y_espinazos,"Estratos_fuertemente_basculados_de_areniscas,_arcillolitas_y_conglomerados","Bien_drenados,_moderadamente_profundos_a_superficiales,_fuertemente_acidos,_alta_saturacion_de_aluminio._Fertilidad_baja",78; T-234; 141,78,T-234,141,NA,775.8393624,3,Lithic_Dystrudepts,Lithic_Udorthents,Oxic_Dystrudepts,NA,50,30,20,NA
457,VUC,VUCa,b,Asociacion,Caqueta,Valle_aluvial,Calido_muy_humedo,Terraza_alta,Sedimentos_aluviales_finos_y_moderadamente_finos_sobre_capas_de_materiales_heterometricos_de_gran_espesor,"Bien_a_pobremente_drenados,_moderadamente_profundos_a_superficiales,_extremadamente_acidos,_alta_saturacion_de_aluminio._Fertilidad_baja",CQ-6; CQ-27,CQ-6,CQ-27,NA,NA,28.65803901,2,Typic_Hapludults,Typic_Endoaquepts,NA,NA,60,40,NA,NA
458,MVC,MVCf,"d, e, f, f2, g",Asociacion,Caqueta,Montana_estructural_erosional,Calido_humedo,Hogbacks_y_espinazos,"Estratos_fuertemente_basculados_de_areniscas,_arcillolitas_y_conglomerados","Bien_drenados,_moderadamente_profundos_a_superficiales,_fuertemente_acidos,_alta_saturacion_de_aluminio._Fertilidad_baja",78; T-234; 141,78,T-234,141,NA,58.00788205,3,Lithic_Dystrudepts,Lithic_Udorthents,Oxic_Dystrudepts,NA,50,30,20,NA
459,LVD,LVDb,"a, b, c, d, e, e2",Asociacion,Caqueta,Lomerio,Calido_humedo,Lomas_y_mesas,Arcillolitas_y_lodolitas_que_alternan_con_arenas_ferruginosas_de_la_formacion_Orito,"Bien_drenados,_profundos,_muy_fuertemente_acidos,_alta_saturacion_de_aluminio,_baja_saturacion_de_bases._Fertilidad_baja",CQ-43; CQ-44,CQ-43,CQ-44,NA,NA,7856.810216,2,Plintic_Hapludox,Typic_Udipsamments,NA,NA,60,40,NA,NA
460,LVC,LVCb,"a, b, c, c2",Asociacion,Caqueta,Lomerio,Calido_humedo,Mesas,Arcillolitas_y_lodolitas_altamente_alteradas,"Bien_a_pobremente_drenados,_profundos_a_muy_superficiales,_extremadamente_acidos,_alta_saturacion_de_aluminio._Fertilidad_muy_baja",CQ-70; 138; CQ-20,CQ-70,138,CQ-20,NA,872.8086125,3,Typic_Hapludox,Typic_Hapludults,Typic_Humaquepts,NA,40,30,30,NA
461,LVC,LVCb,"a, b, c, c2",Asociacion,Caqueta,Lomerio,Calido_humedo,Mesas,Arcillolitas_y_lodolitas_altamente_alteradas,"Bien_a_pobremente_drenados,_profundos_a_muy_superficiales,_extremadamente_acidos,_alta_saturacion_de_aluminio._Fertilidad_muy_baja",CQ-70; 138; CQ-20,CQ-70,138,CQ-20,NA,3543.02237,3,Typic_Hapludox,Typic_Hapludults,Typic_Humaquepts,NA,40,30,30,NA
462,MPA,MPAf,"c, d, e, f, f2, g",Asociacion,Caqueta,Montana_estructural_erosional,Templado_muy_humedo_y_humedo,Filas_y_vigas,Materiales_metamorficos_(granulitas_y_pegmattas),"Bien_drenados,_moderadamente_profundos_a_superficiales,_fuertemente_acidos,_alta_saturacion_de_aluminio._Fertilidad_baja",59; T-246; T-257,59,T-246,T-257,NA,14926.09234,3,Typic_Udorthents,Lithic_Udorthents,Typic_Dystrudepts,NA,40,30,30,NA
465,LVA,LVAd2,"b, c, c2, d, d2, e, e2",Asociacion,Caqueta,Lomerio,Calido_humedo,Lomas_y_colinas,Arcillas_abigarradas_de_la_formacion_Orito_y_Terciario_superior,"Bien_drenados,_moderadamente_profundos_a_profundos,_muy_fuerte_a_extremadamente_acidos,_alta_saturacion_de_aluminio._Fertilidad_muy_baja",T-250; T-225; CQ-135; CQ-52,T-250,T-225,CQ-135,CQ-52,49219.68255,4,Typic_Paleudults,Typic_Hapludults,Oxic_Dystrudepts,Aeric_Endoaquents,40,40,10,10
467,LVA,LVAc,"b, c, c2, d, d2, e, e2",Asociacion,Caqueta,Lomerio,Calido_humedo,Lomas_y_colinas,Arcillas_abigarradas_de_la_formacion_Orito_y_Terciario_superior,"Bien_drenados,_moderadamente_profundos_a_profundos,_muy_fuerte_a_extremadamente_acidos,_alta_saturacion_de_aluminio._Fertilidad_muy_baja",T-250; T-225; CQ-135; CQ-52,T-250,T-225,CQ-135,CQ-52,68.17539507,4,Typic_Paleudults,Typic_Hapludults,Oxic_Dystrudepts,Aeric_Endoaquents,40,40,10,10
468,LVC,LVCa,"a, b, c, c2",Asociacion,Caqueta,Lomerio,Calido_humedo,Mesas,Arcillolitas_y_lodolitas_altamente_alteradas,"Bien_a_pobremente_drenados,_profundos_a_muy_superficiales,_extremadamente_acidos,_alta_saturacion_de_aluminio._Fertilidad_muy_baja",CQ-70; 138; CQ-20,CQ-70,138,CQ-20,NA,116.651111,3,Typic_Hapludox,Typic_Hapludults,Typic_Humaquepts,NA,40,30,30,NA
469,LVA,LVAd2,"b, c, c2, d, d2, e, e2",Asociacion,Caqueta,Lomerio,Calido_humedo,Lomas_y_colinas,Arcillas_abigarradas_de_la_formacion_Orito_y_Terciario_superior,"Bien_drenados,_moderadamente_profundos_a_profundos,_muy_fuerte_a_extremadamente_acidos,_alta_saturacion_de_aluminio._Fertilidad_muy_baja",T-250; T-225; CQ-135; CQ-52,T-250,T-225,CQ-135,CQ-52,158.89376,4,Typic_Paleudults,Typic_Hapludults,Oxic_Dystrudepts,Aeric_Endoaquents,40,40,10,10
474,LVA,LVAd2,"b, c, c2, d, d2, e, e2",Asociacion,Caqueta,Lomerio,Calido_humedo,Lomas_y_colinas,Arcillas_abigarradas_de_la_formacion_Orito_y_Terciario_superior,"Bien_drenados,_moderadamente_profundos_a_profundos,_muy_fuerte_a_extremadamente_acidos,_alta_saturacion_de_aluminio._Fertilidad_muy_baja",T-250; T-225; CQ-135; CQ-52,T-250,T-225,CQ-135,CQ-52,12598.80832,4,Typic_Paleudults,Typic_Hapludults,Oxic_Dystrudepts,Aeric_Endoaquents,40,40,10,10
475,LVA,LVAc,"b, c, c2, d, d2, e, e2",Asociacion,Caqueta,Lomerio,Calido_humedo,Lomas_y_colinas,Arcillas_abigarradas_de_la_formacion_Orito_y_Terciario_superior,"Bien_drenados,_moderadamente_profundos_a_profundos,_muy_fuerte_a_extremadamente_acidos,_alta_saturacion_de_aluminio._Fertilidad_muy_baja",T-250; T-225; CQ-135; CQ-52,T-250,T-225,CQ-135,CQ-52,1284.417733,4,Typic_Paleudults,Typic_Hapludults,Oxic_Dystrudepts,Aeric_Endoaquents,40,40,10,10
476,PVD,PVDb,"b, c",Asociacion,Caqueta,Piedemonte_aluvial,Calido_humedo,Glacis_de_acumulacion,Sedimentos_finos,"Bien_drenados,_profundos,_moderada_a_alta_saturacion_de_aluminio,_extremadamente_acidos._Fertilidad_baja",CQ-75; CQ-55,CQ-75,CQ-55,NA,NA,259.2452902,2,luventic_Dystrudepts,Oxic_Dystrudepts,NA,NA,60,40,NA,NA
477,LVC,LVCc,"a, b, c, c2",Asociacion,Caqueta,Lomerio,Calido_humedo,Mesas,Arcillolitas_y_lodolitas_altamente_alteradas,"Bien_a_pobremente_drenados,_profundos_a_muy_superficiales,_extremadamente_acidos,_alta_saturacion_de_aluminio._Fertilidad_muy_baja",CQ-70; 138; CQ-20,CQ-70,138,CQ-20,NA,538.2086112,3,Typic_Hapludox,Typic_Hapludults,Typic_Humaquepts,NA,40,30,30,NA
478,MVD,MVDd2,"c, d, d2, f, f2",Asociacion,Caqueta,Montana_estructural_erosional,Calido_humedo,Lomas_y_colinas,Arcillolitas_y_lodolitas_altamente_meteorizadas,"Bien_drenados,_profundos,_muy_fuertemente_acidos,_alta_saturacion_de_aluminio._Fertilidad_baja",T-237; T-238; 18,T-237,T-238,18,NA,267.2789002,4,Typic_Dystrudepts,Typic_Kandiudox,Lithic_Udorthents,Oxic_Dystrudepts,40,40,10,NA
480,MVD,MVDc,"c, d, d2, f, f2",Asociacion,Caqueta,Montana_estructural_erosional,Calido_humedo,Lomas_y_colinas,Arcillolitas_y_lodolitas_altamente_meteorizadas,"Bien_drenados,_profundos,_muy_fuertemente_acidos,_alta_saturacion_de_aluminio._Fertilidad_baja",T-237; T-238; 18,T-237,T-238,18,NA,1030.596011,4,Typic_Dystrudepts,Typic_Kandiudox,Lithic_Udorthents,Oxic_Dystrudepts,40,40,10,NA
481,MVA,MVAf2,"c, d, e, e2, f, f2, g",Asociacion,Caqueta,Montana_estructural_erosional,Calido_humedo,Filas_y_vigas,Granitos_y_neiss_con_inclusiones_de_areniscas_sobre_arcillolitas,"Bien_drenados,_moderadamente_profundos_a_profundos,_muy_fuertemente_acidos,_alta_saturacion_de_aluminio._Fertilidad_baja",73; T-232; T-247,73,T-232,T-247,NA,653.296543,3,Typic_Dystrudepts,Oxic_Dystrudepts,Inceptic_Hapludox,NA,50,40,10,NA
482,MVA,MVAf,"c, d, e, e2, f, f2, g",Asociacion,Caqueta,Montana_estructural_erosional,Calido_humedo,Filas_y_vigas,Granitos_y_neiss_con_inclusiones_de_areniscas_sobre_arcillolitas,"Bien_drenados,_moderadamente_profundos_a_profundos,_muy_fuertemente_acidos,_alta_saturacion_de_aluminio._Fertilidad_baja",73; T-232; T-247,73,T-232,T-247,NA,14353.29725,3,Typic_Dystrudepts,Oxic_Dystrudepts,Inceptic_Hapludox,NA,50,40,10,NA
487,MVD,MVDd,"c, d, d2, f, f2",Asociacion,Caqueta,Montana_estructural_erosional,Calido_humedo,Lomas_y_colinas,Arcillolitas_y_lodolitas_altamente_meteorizadas,"Bien_drenados,_profundos,_muy_fuertemente_acidos,_alta_saturacion_de_aluminio._Fertilidad_baja",T-237; T-238; 18,T-237,T-238,18,NA,479.1034539,4,Typic_Dystrudepts,Typic_Kandiudox,Lithic_Udorthents,Oxic_Dystrudepts,40,40,10,NA
489,MVD,MVDd,"c, d, d2, f, f2",Asociacion,Caqueta,Montana_estructural_erosional,Calido_humedo,Lomas_y_colinas,Arcillolitas_y_lodolitas_altamente_meteorizadas,"Bien_drenados,_profundos,_muy_fuertemente_acidos,_alta_saturacion_de_aluminio._Fertilidad_baja",T-237; T-238; 18,T-237,T-238,18,NA,954.8601648,4,Typic_Dystrudepts,Typic_Kandiudox,Lithic_Udorthents,Oxic_Dystrudepts,40,40,10,NA
491,MVA,MVAf,"c, d, e, e2, f, f2, g",Asociacion,Caqueta,Montana_estructural_erosional,Calido_humedo,Filas_y_vigas,Granitos_y_neiss_con_inclusiones_de_areniscas_sobre_arcillolitas,"Bien_drenados,_moderadamente_profundos_a_profundos,_muy_fuertemente_acidos,_alta_saturacion_de_aluminio._Fertilidad_baja",73; T-232; T-247,73,T-232,T-247,NA,11432.68692,3,Typic_Dystrudepts,Oxic_Dystrudepts,Inceptic_Hapludox,NA,50,40,10,NA
492,MVD,MVDc,"c, d, d2, f, f2",Asociacion,Caqueta,Montana_estructural_erosional,Calido_humedo,Lomas_y_colinas,Arcillolitas_y_lodolitas_altamente_meteorizadas,"Bien_drenados,_profundos,_muy_fuertemente_acidos,_alta_saturacion_de_aluminio._Fertilidad_baja",T-237; T-238; 18,T-237,T-238,18,NA,664.2378444,4,Typic_Dystrudepts,Typic_Kandiudox,Lithic_Udorthents,Oxic_Dystrudepts,40,40,10,NA
493,MVD,MVDd,"c, d, d2, f, f2",Asociacion,Caqueta,Montana_estructural_erosional,Calido_humedo,Lomas_y_colinas,Arcillolitas_y_lodolitas_altamente_meteorizadas,"Bien_drenados,_profundos,_muy_fuertemente_acidos,_alta_saturacion_de_aluminio._Fertilidad_baja",T-237; T-238; 18,T-237,T-238,18,NA,755.1213742,4,Typic_Dystrudepts,Typic_Kandiudox,Lithic_Udorthents,Oxic_Dystrudepts,40,40,10,NA
494,MVD,MVDc,"c, d, d2, f, f2",Asociacion,Caqueta,Montana_estructural_erosional,Calido_humedo,Lomas_y_colinas,Arcillolitas_y_lodolitas_altamente_meteorizadas,"Bien_drenados,_profundos,_muy_fuertemente_acidos,_alta_saturacion_de_aluminio._Fertilidad_baja",T-237; T-238; 18,T-237,T-238,18,NA,203.0776308,4,Typic_Dystrudepts,Typic_Kandiudox,Lithic_Udorthents,Oxic_Dystrudepts,40,40,10,NA
495,MVB,MVBg,"d, d2, e, f, f2, g",Asociacion,Caqueta,Montana_estructural_erosional,Calido_humedo,Crestones,Estratos_de_areniscas_con_alternancia_de_arcillolitas_y_conglomerados,"Bien_drenados,_moderadamente_profundos_a_superficiales,_muy_fuertemente_acidos,_alta_saturacion_de_aluminio._Fertilidad_baja",145; CQ-72; 76,145,CQ-72,76,NA,176.9184181,3,Typic_Udipsamments,Oxic_Dystrudepts,Typic_Kandiudox,NA,40,40,20,NA
496,MVB,MVBd,"d, d2, e, f, f2, g",Asociacion,Caqueta,Montana_estructural_erosional,Calido_humedo,Crestones,Estratos_de_areniscas_con_alternancia_de_arcillolitas_y_conglomerados,"Bien_drenados,_moderadamente_profundos_a_superficiales,_muy_fuertemente_acidos,_alta_saturacion_de_aluminio._Fertilidad_baja",145; CQ-72; 76,145,CQ-72,76,NA,1329.420729,3,Typic_Udipsamments,Oxic_Dystrudepts,Typic_Kandiudox,NA,40,40,20,NA
497,MVD,MVDd,"c, d, d2, f, f2",Asociacion,Caqueta,Montana_estructural_erosional,Calido_humedo,Lomas_y_colinas,Arcillolitas_y_lodolitas_altamente_meteorizadas,"Bien_drenados,_profundos,_muy_fuertemente_acidos,_alta_saturacion_de_aluminio._Fertilidad_baja",T-237; T-238; 18,T-237,T-238,18,NA,664.0455316,4,Typic_Dystrudepts,Typic_Kandiudox,Lithic_Udorthents,Oxic_Dystrudepts,40,40,10,NA
499,MVB,MVBg,"d, d2, e, f, f2, g",Asociacion,Caqueta,Montana_estructural_erosional,Calido_humedo,Crestones,Estratos_de_areniscas_con_alternancia_de_arcillolitas_y_conglomerados,"Bien_drenados,_moderadamente_profundos_a_superficiales,_muy_fuertemente_acidos,_alta_saturacion_de_aluminio._Fertilidad_baja",145; CQ-72; 76,145,CQ-72,76,NA,4570.109475,3,Typic_Udipsamments,Oxic_Dystrudepts,Typic_Kandiudox,NA,40,40,20,NA
500,MVA,MVAf,"c, d, e, e2, f, f2, g",Asociacion,Caqueta,Montana_estructural_erosional,Calido_humedo,Filas_y_vigas,Granitos_y_neiss_con_inclusiones_de_areniscas_sobre_arcillolitas,"Bien_drenados,_moderadamente_profundos_a_profundos,_muy_fuertemente_acidos,_alta_saturacion_de_aluminio._Fertilidad_baja",73; T-232; T-247,73,T-232,T-247,NA,468.9350622,3,Typic_Dystrudepts,Oxic_Dystrudepts,Inceptic_Hapludox,NA,50,40,10,NA
501,LVC,LVCb,"a, b, c, c2",Asociacion,Caqueta,Lomerio,Calido_humedo,Mesas,Arcillolitas_y_lodolitas_altamente_alteradas,"Bien_a_pobremente_drenados,_profundos_a_muy_superficiales,_extremadamente_acidos,_alta_saturacion_de_aluminio._Fertilidad_muy_baja",CQ-70; 138; CQ-20,CQ-70,138,CQ-20,NA,285.4194677,3,Typic_Hapludox,Typic_Hapludults,Typic_Humaquepts,NA,40,30,30,NA
505,PVB,PVBa,"a, b, c",Asociacion,Caqueta,Piedemonte_aluvial,Calido_humedo,Abanicos_subrecientes,Sedimentos_coluvio_aluviales_finos,"Bien_a_pobremente_drenados,_profundos_a_superficiales,_extremada_a_fuertemente_acidos,_alta_saturacion_de_aluminio._Fertilidad_baja",T-233; T207; CQ-13,T-233,T207,CQ-13,NA,590.7197274,4,Oxic_Dystrudepts,Typic_Dystrudepts,Typic_Humaquepts,Typic_Paleudults,40,30,20,NA
506,LVA,LVAd2,"b, c, c2, d, d2, e, e2",Asociacion,Caqueta,Lomerio,Calido_humedo,Lomas_y_colinas,Arcillas_abigarradas_de_la_formacion_Orito_y_Terciario_superior,"Bien_drenados,_moderadamente_profundos_a_profundos,_muy_fuerte_a_extremadamente_acidos,_alta_saturacion_de_aluminio._Fertilidad_muy_baja",T-250; T-225; CQ-135; CQ-52,T-250,T-225,CQ-135,CQ-52,1464.085771,4,Typic_Paleudults,Typic_Hapludults,Oxic_Dystrudepts,Aeric_Endoaquents,40,40,10,10
508,PVE,PVEai,ai,Asociacion,Caqueta,Piedemonte_aluvial,Calido_humedo,Vallecitos,Sedimentos_aluviales_heterometricos_con_matriz_media_y_gruesa,"Pobremente_drenados_a_bien_drenados,_superficiales_a_profundos,_muy_fuertemente_acidos,_moderada_saturacion_de_aluminio._Fertilidad_baja",CQ-121; CQ-76; CQ-56,CQ-121,CQ-76,CQ-56,NA,293.3726322,3,Typic_Endoaquepts,Typic_Udifluvents,Typic_Udorthents,NA,40,40,20,NA
509,PVB,PVBa,"a, b, c",Asociacion,Caqueta,Piedemonte_aluvial,Calido_humedo,Abanicos_subrecientes,Sedimentos_coluvio_aluviales_finos,"Bien_a_pobremente_drenados,_profundos_a_superficiales,_extremada_a_fuertemente_acidos,_alta_saturacion_de_aluminio._Fertilidad_baja",T-233; T207; CQ-13,T-233,T207,CQ-13,NA,1249.724571,4,Oxic_Dystrudepts,Typic_Dystrudepts,Typic_Humaquepts,Typic_Paleudults,40,30,20,NA
510,MVD,MVDd,"c, d, d2, f, f2",Asociacion,Caqueta,Montana_estructural_erosional,Calido_humedo,Lomas_y_colinas,Arcillolitas_y_lodolitas_altamente_meteorizadas,"Bien_drenados,_profundos,_muy_fuertemente_acidos,_alta_saturacion_de_aluminio._Fertilidad_baja",T-237; T-238; 18,T-237,T-238,18,NA,1507.448007,4,Typic_Dystrudepts,Typic_Kandiudox,Lithic_Udorthents,Oxic_Dystrudepts,40,40,10,NA
511,MVE,MVEb,"a, b",Asociacion,Caqueta,Montana_estructural_erosional,Calido_humedo,Vallecitos,"Sedimentos_aluviales_
medios","Bien_e_imperfectamente_drenados,_moderadamente_profundos_a_profundos,_muy_fuertemente_acidos,_con_moderada_saturacion_de_aluminio._Fertilidad_baja",CQ-73; CQ-53; T-206,CQ-73,CQ-53,T-206,NA,2787.591367,3,Fluventic_Dystrudepts,Oxyaquic_Udifluvents,Typic_Udifluvents,NA,50,30,20,NA
512,MVD,MVDc,"c, d, d2, f, f2",Asociacion,Caqueta,Montana_estructural_erosional,Calido_humedo,Lomas_y_colinas,Arcillolitas_y_lodolitas_altamente_meteorizadas,"Bien_drenados,_profundos,_muy_fuertemente_acidos,_alta_saturacion_de_aluminio._Fertilidad_baja",T-237; T-238; 18,T-237,T-238,18,NA,7233.298987,4,Typic_Dystrudepts,Typic_Kandiudox,Lithic_Udorthents,Oxic_Dystrudepts,40,40,10,NA
513,MVD,MVDc,"c, d, d2, f, f2",Asociacion,Caqueta,Montana_estructural_erosional,Calido_humedo,Lomas_y_colinas,Arcillolitas_y_lodolitas_altamente_meteorizadas,"Bien_drenados,_profundos,_muy_fuertemente_acidos,_alta_saturacion_de_aluminio._Fertilidad_baja",T-237; T-238; 18,T-237,T-238,18,NA,619.2949919,4,Typic_Dystrudepts,Typic_Kandiudox,Lithic_Udorthents,Oxic_Dystrudepts,40,40,10,NA
