OBJECTID,UCS,UCS_F,FASES,UCS_TIPO,DEPARTAMENTO,PAISAJE,CLIMA,TIPO_RELIEVE,LITOLOGIA,CARACTERISTICAS,PERFIL,PERFIL1,PERFIL2,PERFIL3,PERFIL4,AÅREA_ha,NUM_SUELO,SUELO1,SUELO2,SUELO3,SUELO4,PORC1,PORC2,PORC3,PORC4
514,MVD,MVDc,"c, d, d2, f, f2",Asociacion,Caqueta,Montana_estructural_erosional,Calido_humedo,Lomas_y_colinas,Arcillolitas_y_lodolitas_altamente_meteorizadas,"Bien_drenados,_profundos,_muy_fuertemente_acidos,_alta_saturacion_de_aluminio._Fertilidad_baja",T-237; T-238; 18,T-237,T-238,18,NA,43.7893136,4,Typic_Dystrudepts,Typic_Kandiudox,Lithic_Udorthents,Oxic_Dystrudepts,40,40,10,NA
515,PVA,PVAa,"a, b, c",Asociacion,Caqueta,Piedemonte_aluvial,Calido_humedo,Abanicos_antiguos,Sedimentos_coluvio_aluviales_mixtos,"Moderadamente_bien_drenados_a_pobremente_drenados,_moderadamente_profundos_a_superficiales,_muy_fuertemente_acidos,_alta_saturacion_de_aluminio._Fertilidad_baja",T-204; CQ-34; CQ-33,T-204,CQ-34,CQ-33,NA,144.8255618,3,Typic_Hapludults,Typic_Kandiudox,Typic_Humaquepts,NA,40,30,30,NA
538,MVD,MVDd,"c, d, d2, f, f2",Asociacion,Caqueta,Montana_estructural_erosional,Calido_humedo,Lomas_y_colinas,Arcillolitas_y_lodolitas_altamente_meteorizadas,"Bien_drenados,_profundos,_muy_fuertemente_acidos,_alta_saturacion_de_aluminio._Fertilidad_baja",T-237; T-238; 18,T-237,T-238,18,NA,2095.978596,4,Typic_Dystrudepts,Typic_Kandiudox,Lithic_Udorthents,Oxic_Dystrudepts,40,40,10,NA
539,VVC,VVCa,"a, b",Asociacion,Caqueta,Valle_aluvial,Calido_humedo,Terraza_media,"Sedimentos_aluviales_finos_y_moderadamente_finos,_en_sectores_hay_depositos_de_arena_y_cascajo","Bien_a_pobremente_drenados,_profundos_a_superficiales,_extremadamente_acidos,_alta_saturacion_de_aluminio._Fertilidad_baja",CQ-41; CQ-64; CQ-19,CQ-41,CQ-64,CQ-19,NA,26.20004459,3,Typic_Dystrudepts,Oxyaquic_Dystrudepts,Typic_Humudepts,NA,40,20,40,NA
540,VVC,VVCa,"a, b",Asociacion,Caqueta,Valle_aluvial,Calido_humedo,Terraza_media,"Sedimentos_aluviales_finos_y_moderadamente_finos,_en_sectores_hay_depositos_de_arena_y_cascajo","Bien_a_pobremente_drenados,_profundos_a_superficiales,_extremadamente_acidos,_alta_saturacion_de_aluminio._Fertilidad_baja",CQ-41; CQ-64; CQ-19,CQ-41,CQ-64,CQ-19,NA,62.67953892,3,Typic_Dystrudepts,Oxyaquic_Dystrudepts,Typic_Humudepts,NA,40,20,40,NA
541,PVA,PVAc,"a, b, c",Asociacion,Caqueta,Piedemonte_aluvial,Calido_humedo,Abanicos_antiguos,Sedimentos_coluvio_aluviales_mixtos,"Moderadamente_bien_drenados_a_pobremente_drenados,_moderadamente_profundos_a_superficiales,_muy_fuertemente_acidos,_alta_saturacion_de_aluminio._Fertilidad_baja",T-204; CQ-34; CQ-33,T-204,CQ-34,CQ-33,NA,589.2854055,3,Typic_Hapludults,Typic_Kandiudox,Typic_Humaquepts,NA,40,30,30,NA
542,LVE,LVEai,"ai, b",Asociacion,Caqueta,Lomerio,Calido_humedo,Vallecitos,Sedimentos_coluvio_aluviales_heterometricos,"Pobre_a_moderadamente_bien_drenados,_muy_superficiales_a_moderadamente_profundos,_extremadamente_acidos._Fertilidad_baja",CQ-134; T-224; 103,CQ-134,T-224,103,NA,1078.535731,3,Typic_Endoaquepts,Typic_Epiaquepts,Aquic_Udifluvents,NA,40,30,30,NA
543,VVC,VVCa,"a, b",Asociacion,Caqueta,Valle_aluvial,Calido_humedo,Terraza_media,"Sedimentos_aluviales_finos_y_moderadamente_finos,_en_sectores_hay_depositos_de_arena_y_cascajo","Bien_a_pobremente_drenados,_profundos_a_superficiales,_extremadamente_acidos,_alta_saturacion_de_aluminio._Fertilidad_baja",CQ-41; CQ-64; CQ-19,CQ-41,CQ-64,CQ-19,NA,208.2673619,3,Typic_Dystrudepts,Oxyaquic_Dystrudepts,Typic_Humudepts,NA,40,20,40,NA
544,VVC,VVCa,"a, b",Asociacion,Caqueta,Valle_aluvial,Calido_humedo,Terraza_media,"Sedimentos_aluviales_finos_y_moderadamente_finos,_en_sectores_hay_depositos_de_arena_y_cascajo","Bien_a_pobremente_drenados,_profundos_a_superficiales,_extremadamente_acidos,_alta_saturacion_de_aluminio._Fertilidad_baja",CQ-41; CQ-64; CQ-19,CQ-41,CQ-64,CQ-19,NA,694.1884104,3,Typic_Dystrudepts,Oxyaquic_Dystrudepts,Typic_Humudepts,NA,40,20,40,NA
555,VVC,VVCa,"a, b",Asociacion,Caqueta,Valle_aluvial,Calido_humedo,Terraza_media,"Sedimentos_aluviales_finos_y_moderadamente_finos,_en_sectores_hay_depositos_de_arena_y_cascajo","Bien_a_pobremente_drenados,_profundos_a_superficiales,_extremadamente_acidos,_alta_saturacion_de_aluminio._Fertilidad_baja",CQ-41; CQ-64; CQ-19,CQ-41,CQ-64,CQ-19,NA,66.06612683,3,Typic_Dystrudepts,Oxyaquic_Dystrudepts,Typic_Humudepts,NA,40,20,40,NA
557,VVD,VVDa,"a, b",Asociacion,Caqueta,Valle_aluvial,Calido_humedo,Terraza_alta,Depositos_aluviales_finos_y_medios,"Bien_a_pobremente_drenados,_profundos_a_superficiales,_extremada_a_fuertemente_acidos,_moderada_a_baja_capacidad_de_intercambio_cationico._Fertilidad_baja",CQ-63; CQ-45; CQ-18,CQ-63,CQ-45,CQ-18,NA,83.81452157,4,Typic_Hapludox,Typic_Kandiudox,Typic_Humaquepts,Typic_Dystrudepts,50,20,20,10
558,LVA,LVAc,"b, c, c2, d, d2, e, e2",Asociacion,Caqueta,Lomerio,Calido_humedo,Lomas_y_colinas,Arcillas_abigarradas_de_la_formacion_Orito_y_Terciario_superior,"Bien_drenados,_moderadamente_profundos_a_profundos,_muy_fuerte_a_extremadamente_acidos,_alta_saturacion_de_aluminio._Fertilidad_muy_baja",T-250; T-225; CQ-135; CQ-52,T-250,T-225,CQ-135,CQ-52,212.2002482,4,Typic_Paleudults,Typic_Hapludults,Oxic_Dystrudepts,Aeric_Endoaquents,40,40,10,10
560,LVC,LVCc,"a, b, c, c2",Asociacion,Caqueta,Lomerio,Calido_humedo,Mesas,Arcillolitas_y_lodolitas_altamente_alteradas,"Bien_a_pobremente_drenados,_profundos_a_muy_superficiales,_extremadamente_acidos,_alta_saturacion_de_aluminio._Fertilidad_muy_baja",CQ-70; 138; CQ-20,CQ-70,138,CQ-20,NA,145.7003345,3,Typic_Hapludox,Typic_Hapludults,Typic_Humaquepts,NA,40,30,30,NA
561,VVC,VVCb,"a, b",Asociacion,Caqueta,Valle_aluvial,Calido_humedo,Terraza_media,"Sedimentos_aluviales_finos_y_moderadamente_finos,_en_sectores_hay_depositos_de_arena_y_cascajo","Bien_a_pobremente_drenados,_profundos_a_superficiales,_extremadamente_acidos,_alta_saturacion_de_aluminio._Fertilidad_baja",CQ-41; CQ-64; CQ-19,CQ-41,CQ-64,CQ-19,NA,50.93770361,3,Typic_Dystrudepts,Oxyaquic_Dystrudepts,Typic_Humudepts,NA,40,20,40,NA
562,LVA,LVAc,"b, c, c2, d, d2, e, e2",Asociacion,Caqueta,Lomerio,Calido_humedo,Lomas_y_colinas,Arcillas_abigarradas_de_la_formacion_Orito_y_Terciario_superior,"Bien_drenados,_moderadamente_profundos_a_profundos,_muy_fuerte_a_extremadamente_acidos,_alta_saturacion_de_aluminio._Fertilidad_muy_baja",T-250; T-225; CQ-135; CQ-52,T-250,T-225,CQ-135,CQ-52,40.76211869,4,Typic_Paleudults,Typic_Hapludults,Oxic_Dystrudepts,Aeric_Endoaquents,40,40,10,10
563,LVA,LVAc,"b, c, c2, d, d2, e, e2",Asociacion,Caqueta,Lomerio,Calido_humedo,Lomas_y_colinas,Arcillas_abigarradas_de_la_formacion_Orito_y_Terciario_superior,"Bien_drenados,_moderadamente_profundos_a_profundos,_muy_fuerte_a_extremadamente_acidos,_alta_saturacion_de_aluminio._Fertilidad_muy_baja",T-250; T-225; CQ-135; CQ-52,T-250,T-225,CQ-135,CQ-52,243.0216269,4,Typic_Paleudults,Typic_Hapludults,Oxic_Dystrudepts,Aeric_Endoaquents,40,40,10,10
564,LVA,LVAc,"b, c, c2, d, d2, e, e2",Asociacion,Caqueta,Lomerio,Calido_humedo,Lomas_y_colinas,Arcillas_abigarradas_de_la_formacion_Orito_y_Terciario_superior,"Bien_drenados,_moderadamente_profundos_a_profundos,_muy_fuerte_a_extremadamente_acidos,_alta_saturacion_de_aluminio._Fertilidad_muy_baja",T-250; T-225; CQ-135; CQ-52,T-250,T-225,CQ-135,CQ-52,48.352773,4,Typic_Paleudults,Typic_Hapludults,Oxic_Dystrudepts,Aeric_Endoaquents,40,40,10,10
569,LVA,LVAe2,"b, c, c2, d, d2, e, e2",Asociacion,Caqueta,Lomerio,Calido_humedo,Lomas_y_colinas,Arcillas_abigarradas_de_la_formacion_Orito_y_Terciario_superior,"Bien_drenados,_moderadamente_profundos_a_profundos,_muy_fuerte_a_extremadamente_acidos,_alta_saturacion_de_aluminio._Fertilidad_muy_baja",T-250; T-225; CQ-135; CQ-52,T-250,T-225,CQ-135,CQ-52,422.2344444,4,Typic_Paleudults,Typic_Hapludults,Oxic_Dystrudepts,Aeric_Endoaquents,40,40,10,10
570,LVA,LVAd2,"b, c, c2, d, d2, e, e2",Asociacion,Caqueta,Lomerio,Calido_humedo,Lomas_y_colinas,Arcillas_abigarradas_de_la_formacion_Orito_y_Terciario_superior,"Bien_drenados,_moderadamente_profundos_a_profundos,_muy_fuerte_a_extremadamente_acidos,_alta_saturacion_de_aluminio._Fertilidad_muy_baja",T-250; T-225; CQ-135; CQ-52,T-250,T-225,CQ-135,CQ-52,962.3033557,4,Typic_Paleudults,Typic_Hapludults,Oxic_Dystrudepts,Aeric_Endoaquents,40,40,10,10
571,VVC,VVCa,"a, b",Asociacion,Caqueta,Valle_aluvial,Calido_humedo,Terraza_media,"Sedimentos_aluviales_finos_y_moderadamente_finos,_en_sectores_hay_depositos_de_arena_y_cascajo","Bien_a_pobremente_drenados,_profundos_a_superficiales,_extremadamente_acidos,_alta_saturacion_de_aluminio._Fertilidad_baja",CQ-41; CQ-64; CQ-19,CQ-41,CQ-64,CQ-19,NA,96.25246683,3,Typic_Dystrudepts,Oxyaquic_Dystrudepts,Typic_Humudepts,NA,40,20,40,NA
572,MVD,MVDc,"c, d, d2, f, f2",Asociacion,Caqueta,Montana_estructural_erosional,Calido_humedo,Lomas_y_colinas,Arcillolitas_y_lodolitas_altamente_meteorizadas,"Bien_drenados,_profundos,_muy_fuertemente_acidos,_alta_saturacion_de_aluminio._Fertilidad_baja",T-237; T-238; 18,T-237,T-238,18,NA,213.0527566,4,Typic_Dystrudepts,Typic_Kandiudox,Lithic_Udorthents,Oxic_Dystrudepts,40,40,10,NA
573,LVA,LVAd2,"b, c, c2, d, d2, e, e2",Asociacion,Caqueta,Lomerio,Calido_humedo,Lomas_y_colinas,Arcillas_abigarradas_de_la_formacion_Orito_y_Terciario_superior,"Bien_drenados,_moderadamente_profundos_a_profundos,_muy_fuerte_a_extremadamente_acidos,_alta_saturacion_de_aluminio._Fertilidad_muy_baja",T-250; T-225; CQ-135; CQ-52,T-250,T-225,CQ-135,CQ-52,691.5913859,4,Typic_Paleudults,Typic_Hapludults,Oxic_Dystrudepts,Aeric_Endoaquents,40,40,10,10
574,VVD,VVDa,"a, b",Asociacion,Caqueta,Valle_aluvial,Calido_humedo,Terraza_alta,Depositos_aluviales_finos_y_medios,"Bien_a_pobremente_drenados,_profundos_a_superficiales,_extremada_a_fuertemente_acidos,_moderada_a_baja_capacidad_de_intercambio_cationico._Fertilidad_baja",CQ-63; CQ-45; CQ-18,CQ-63,CQ-45,CQ-18,NA,95.1140533,4,Typic_Hapludox,Typic_Kandiudox,Typic_Humaquepts,Typic_Dystrudepts,50,20,20,10
575,VVC,VVCa,"a, b",Asociacion,Caqueta,Valle_aluvial,Calido_humedo,Terraza_media,"Sedimentos_aluviales_finos_y_moderadamente_finos,_en_sectores_hay_depositos_de_arena_y_cascajo","Bien_a_pobremente_drenados,_profundos_a_superficiales,_extremadamente_acidos,_alta_saturacion_de_aluminio._Fertilidad_baja",CQ-41; CQ-64; CQ-19,CQ-41,CQ-64,CQ-19,NA,122.7226379,3,Typic_Dystrudepts,Oxyaquic_Dystrudepts,Typic_Humudepts,NA,40,20,40,NA
577,LVA,LVAd2,"b, c, c2, d, d2, e, e2",Asociacion,Caqueta,Lomerio,Calido_humedo,Lomas_y_colinas,Arcillas_abigarradas_de_la_formacion_Orito_y_Terciario_superior,"Bien_drenados,_moderadamente_profundos_a_profundos,_muy_fuerte_a_extremadamente_acidos,_alta_saturacion_de_aluminio._Fertilidad_muy_baja",T-250; T-225; CQ-135; CQ-52,T-250,T-225,CQ-135,CQ-52,651.587196,4,Typic_Paleudults,Typic_Hapludults,Oxic_Dystrudepts,Aeric_Endoaquents,40,40,10,10
578,LUB,LUBai,"ai, b",Asociacion,Caqueta,Lomerio,Calido_muy_humedo,Vallecitos,Sedimentos_coluviales_finos_a_medianos_con_abundante_cuarzo,"Moderada_a_pobremente_drenados,_moderadamente_profundos_a_superficiales,_muy_fuertemente_a_extremadamente_acidos._Fertilidad_moderada",CQ-1; CQ-2; CQ-21,CQ-1,CQ-2,CQ-21,NA,67.42521305,3,Typic_Udifluvents,Fluventic_Endoaquepts,Aquic_Dystrudepts,NA,40,30,30,NA
579,PVB,PVBa,"a, b, c",Asociacion,Caqueta,Piedemonte_aluvial,Calido_humedo,Abanicos_subrecientes,Sedimentos_coluvio_aluviales_finos,"Bien_a_pobremente_drenados,_profundos_a_superficiales,_extremada_a_fuertemente_acidos,_alta_saturacion_de_aluminio._Fertilidad_baja",T-233; T207; CQ-13,T-233,T207,CQ-13,NA,243.7485195,4,Oxic_Dystrudepts,Typic_Dystrudepts,Typic_Humaquepts,Typic_Paleudults,40,30,20,NA
580,VVC,VVCa,"a, b",Asociacion,Caqueta,Valle_aluvial,Calido_humedo,Terraza_media,"Sedimentos_aluviales_finos_y_moderadamente_finos,_en_sectores_hay_depositos_de_arena_y_cascajo","Bien_a_pobremente_drenados,_profundos_a_superficiales,_extremadamente_acidos,_alta_saturacion_de_aluminio._Fertilidad_baja",CQ-41; CQ-64; CQ-19,CQ-41,CQ-64,CQ-19,NA,1046.561978,3,Typic_Dystrudepts,Oxyaquic_Dystrudepts,Typic_Humudepts,NA,40,20,40,NA
583,LUA,LUAe2,"c, c2, d2, e2",Asociacion,Caqueta,Lomerio,Calido_muy_humedo,Lomas_y_colinas,Arcillolitas_y_lodolitas_altamente_meteorizadas,"Bien_drenados,_moderadamente_profundos,_muy_fuertemente_acidos,_alta_saturacion_de_aluminio,_bases_totales_bajas._Fertilidad_muy_baja",T-201; T-221; T-241,T-201,T-221,T-241,NA,106.1647033,3,Typic_Hapludults,Typic_Kandiudults,Oxic_Dystrudepts,NA,40,30,30,NA
584,LUA,LUAc,"c, c2, d2, e2",Asociacion,Caqueta,Lomerio,Calido_muy_humedo,Lomas_y_colinas,Arcillolitas_y_lodolitas_altamente_meteorizadas,"Bien_drenados,_moderadamente_profundos,_muy_fuertemente_acidos,_alta_saturacion_de_aluminio,_bases_totales_bajas._Fertilidad_muy_baja",T-201; T-221; T-241,T-201,T-221,T-241,NA,8091.585265,3,Typic_Hapludults,Typic_Kandiudults,Oxic_Dystrudepts,NA,40,30,30,NA
585,LUA,LUAc,"c, c2, d2, e2",Asociacion,Caqueta,Lomerio,Calido_muy_humedo,Lomas_y_colinas,Arcillolitas_y_lodolitas_altamente_meteorizadas,"Bien_drenados,_moderadamente_profundos,_muy_fuertemente_acidos,_alta_saturacion_de_aluminio,_bases_totales_bajas._Fertilidad_muy_baja",T-201; T-221; T-241,T-201,T-221,T-241,NA,719.5151901,3,Typic_Hapludults,Typic_Kandiudults,Oxic_Dystrudepts,NA,40,30,30,NA
587,VVC,VVCa,"a, b",Asociacion,Caqueta,Valle_aluvial,Calido_humedo,Terraza_media,"Sedimentos_aluviales_finos_y_moderadamente_finos,_en_sectores_hay_depositos_de_arena_y_cascajo","Bien_a_pobremente_drenados,_profundos_a_superficiales,_extremadamente_acidos,_alta_saturacion_de_aluminio._Fertilidad_baja",CQ-41; CQ-64; CQ-19,CQ-41,CQ-64,CQ-19,NA,78.15313414,3,Typic_Dystrudepts,Oxyaquic_Dystrudepts,Typic_Humudepts,NA,40,20,40,NA
588,MKB,MKBai,ai,Asociacion,Caqueta,Montana_estructural_erosional,Frio_muy_humedo_y_humedo,Depresion,"Sedimentos_fluviolacustres_predominantemente_organicos,_con_alternancia_de_sedimentos_minerales","Pobre_a_moderadamente_drenados,_moderadamente_profundos_a_superficiales,_fuertemente_acidos,_moderada_saturacion_de_aluminio._Fertilidad_baja",142; T-255; T-256,142,T-255,T-256,NA,1822.599399,3,Thapto_Histic_Fluvaquents,Typic_Haplofibrists,Fluventic_Humic_Dystrudepts,NA,50,20,20,NA
589,LVC,LVCb,"a, b, c, c2",Asociacion,Caqueta,Lomerio,Calido_humedo,Mesas,Arcillolitas_y_lodolitas_altamente_alteradas,"Bien_a_pobremente_drenados,_profundos_a_muy_superficiales,_extremadamente_acidos,_alta_saturacion_de_aluminio._Fertilidad_muy_baja",CQ-70; 138; CQ-20,CQ-70,138,CQ-20,NA,600.5121372,3,Typic_Hapludox,Typic_Hapludults,Typic_Humaquepts,NA,40,30,30,NA
590,LVA,LVAe2,"b, c, c2, d, d2, e, e2",Asociacion,Caqueta,Lomerio,Calido_humedo,Lomas_y_colinas,Arcillas_abigarradas_de_la_formacion_Orito_y_Terciario_superior,"Bien_drenados,_moderadamente_profundos_a_profundos,_muy_fuerte_a_extremadamente_acidos,_alta_saturacion_de_aluminio._Fertilidad_muy_baja",T-250; T-225; CQ-135; CQ-52,T-250,T-225,CQ-135,CQ-52,185.4842712,4,Typic_Paleudults,Typic_Hapludults,Oxic_Dystrudepts,Aeric_Endoaquents,40,40,10,10
593,LVE,LVEai,"ai, b",Asociacion,Caqueta,Lomerio,Calido_humedo,Vallecitos,Sedimentos_coluvio_aluviales_heterometricos,"Pobre_a_moderadamente_bien_drenados,_muy_superficiales_a_moderadamente_profundos,_extremadamente_acidos._Fertilidad_baja",CQ-134; T-224; 103,CQ-134,T-224,103,NA,136.2504103,3,Typic_Endoaquepts,Typic_Epiaquepts,Aquic_Udifluvents,NA,40,30,30,NA
595,MVA,MVAg,"c, d, e, e2, f, f2, g",Asociacion,Caqueta,Montana_estructural_erosional,Calido_humedo,Filas_y_vigas,Granitos_y_neiss_con_inclusiones_de_areniscas_sobre_arcillolitas,"Bien_drenados,_moderadamente_profundos_a_profundos,_muy_fuertemente_acidos,_alta_saturacion_de_aluminio._Fertilidad_baja",73; T-232; T-247,73,T-232,T-247,NA,2029.30227,3,Typic_Dystrudepts,Oxic_Dystrudepts,Inceptic_Hapludox,NA,50,40,10,NA
596,MUC,MUCai,"ai, b",Asociacion,Caqueta,Montana_estructural_erosional,Calido_muy_humedo,Vallecitos,Sedimentos_aluviales_heterometricos_con_matriz_media_y_gruesa,"Bien_a_pobremente_drenados,_moderadamente_profundos_a_superficiales,_muy_fuertemente_acidos._Fertilidad_baja",CQ-23; T-245,CQ-23,T-245,NA,NA,412.7779457,2,Typic_Dystrudepts,Typic_Endoaquepts,NA,NA,60,40,NA,NA
597,MUB,MUBe,"c, e, f, f2, g",Asociacion,Caqueta,Montana_estructural_erosional,Calido_muy_humedo,Hogbacks_y_espinazos,"Estratos_fuertemente_basculados_de_areniscas,_arcillolitas_y_conglomerados","Bien_a_excesivamente_drenados,_moderadamente_profundos_a_superficiales,_muy_fuertemente_acidos,_alta_saturacion_de_aluminio._Fertilidad_baja",CQ-3; T-244,CQ-3,T-244,NA,NA,1674.494946,3,Lithic_Udorthents,Typic_Dystrudepts,Afloramientos_rocosos,NA,50,40,10,NA
619,VVB,VVBai,ai,Asociacion,Caqueta,Valle_aluvial,Calido_humedo,Plano_de_inundacion,Depositos_organicos_con_alternancia_de_materiales_aluviales_finos,"Pobremente_drenados,_superficiales,_extremada_a_muy_fuertemente_acidos._Fertilidad_baja",CQ-36; CQ-16,CQ-36,CQ-16,NA,NA,906.6623269,2,Typic_Endoaquepts,Typic_Humaquepts,NA,NA,60,40,NA,NA
620,LVC,LVCa,"a, b, c, c2",Asociacion,Caqueta,Lomerio,Calido_humedo,Mesas,Arcillolitas_y_lodolitas_altamente_alteradas,"Bien_a_pobremente_drenados,_profundos_a_muy_superficiales,_extremadamente_acidos,_alta_saturacion_de_aluminio._Fertilidad_muy_baja",CQ-70; 138; CQ-20,CQ-70,138,CQ-20,NA,68.4930416,3,Typic_Hapludox,Typic_Hapludults,Typic_Humaquepts,NA,40,30,30,NA
632,LVA,LVAc,"b, c, c2, d, d2, e, e2",Asociacion,Caqueta,Lomerio,Calido_humedo,Lomas_y_colinas,Arcillas_abigarradas_de_la_formacion_Orito_y_Terciario_superior,"Bien_drenados,_moderadamente_profundos_a_profundos,_muy_fuerte_a_extremadamente_acidos,_alta_saturacion_de_aluminio._Fertilidad_muy_baja",T-250; T-225; CQ-135; CQ-52,T-250,T-225,CQ-135,CQ-52,360.5121413,4,Typic_Paleudults,Typic_Hapludults,Oxic_Dystrudepts,Aeric_Endoaquents,40,40,10,10
633,LVA,LVAc,"b, c, c2, d, d2, e, e2",Asociacion,Caqueta,Lomerio,Calido_humedo,Lomas_y_colinas,Arcillas_abigarradas_de_la_formacion_Orito_y_Terciario_superior,"Bien_drenados,_moderadamente_profundos_a_profundos,_muy_fuerte_a_extremadamente_acidos,_alta_saturacion_de_aluminio._Fertilidad_muy_baja",T-250; T-225; CQ-135; CQ-52,T-250,T-225,CQ-135,CQ-52,118.2567931,4,Typic_Paleudults,Typic_Hapludults,Oxic_Dystrudepts,Aeric_Endoaquents,40,40,10,10
634,PVD,PVDc,"b, c",Asociacion,Caqueta,Piedemonte_aluvial,Calido_humedo,Glacis_de_acumulacion,Sedimentos_finos,"Bien_drenados,_profundos,_moderada_a_alta_saturacion_de_aluminio,_extremadamente_acidos._Fertilidad_baja",CQ-75; CQ-55,CQ-75,CQ-55,NA,NA,1533.093901,2,luventic_Dystrudepts,Oxic_Dystrudepts,NA,NA,60,40,NA,NA
635,PUC,PUCa,a,Asociacion,Caqueta,Piedemonte_aluvial,Calido_muy_humedo,Abanicos_recientes,Sedimentos_finos_sobre_medios,"Bien_a_pobremente_drenados,_moderadamente_profundos_a_superficiales,_extremadamente_acidos._Fertilidad_baja",CQ-8; CQ-29,CQ-8,CQ-29,NA,NA,551.0176834,2,Oxic_Dystrudepts,Typic_Humaquepts,NA,NA,50,50,NA,NA
636,LUB,LUBb,"ai, b",Asociacion,Caqueta,Lomerio,Calido_muy_humedo,Vallecitos,Sedimentos_coluviales_finos_a_medianos_con_abundante_cuarzo,"Moderada_a_pobremente_drenados,_moderadamente_profundos_a_superficiales,_muy_fuertemente_a_extremadamente_acidos._Fertilidad_moderada",CQ-1; CQ-2; CQ-21,CQ-1,CQ-2,CQ-21,NA,336.0872547,3,Typic_Udifluvents,Fluventic_Endoaquepts,Aquic_Dystrudepts,NA,40,30,30,NA
637,PUA,PUAa,"a, b",Asociacion,Caqueta,Piedemonte_aluvial,Calido_muy_humedo,Abanicos_antiguos,Sedimentos_coluvio_aluviales_mixtos,"Bien_drenados,_moderadamente_profundos,_extremada_a_fuertemente_acidos._Fertilidad_baja",CQ-10; CQ-31,CQ-10,CQ-31,NA,NA,176.1047814,2,Typic_Dystrudepts,Typic_Kandiudox,NA,NA,50,50,NA,NA
638,PUA,PUAa,"a, b",Asociacion,Caqueta,Piedemonte_aluvial,Calido_muy_humedo,Abanicos_antiguos,Sedimentos_coluvio_aluviales_mixtos,"Bien_drenados,_moderadamente_profundos,_extremada_a_fuertemente_acidos._Fertilidad_baja",CQ-10; CQ-31,CQ-10,CQ-31,NA,NA,413.1536118,2,Typic_Dystrudepts,Typic_Kandiudox,NA,NA,50,50,NA,NA
639,MUC,MUCb,"ai, b",Asociacion,Caqueta,Montana_estructural_erosional,Calido_muy_humedo,Vallecitos,Sedimentos_aluviales_heterometricos_con_matriz_media_y_gruesa,"Bien_a_pobremente_drenados,_moderadamente_profundos_a_superficiales,_muy_fuertemente_acidos._Fertilidad_baja",CQ-23; T-245,CQ-23,T-245,NA,NA,55.29641298,2,Typic_Dystrudepts,Typic_Endoaquepts,NA,NA,60,40,NA,NA
640,PUA,PUAb,"a, b",Asociacion,Caqueta,Piedemonte_aluvial,Calido_muy_humedo,Abanicos_antiguos,Sedimentos_coluvio_aluviales_mixtos,"Bien_drenados,_moderadamente_profundos,_extremada_a_fuertemente_acidos._Fertilidad_baja",CQ-10; CQ-31,CQ-10,CQ-31,NA,NA,325.5667108,2,Typic_Dystrudepts,Typic_Kandiudox,NA,NA,50,50,NA,NA
641,VUC,VUCa,b,Asociacion,Caqueta,Valle_aluvial,Calido_muy_humedo,Terraza_alta,Sedimentos_aluviales_finos_y_moderadamente_finos_sobre_capas_de_materiales_heterometricos_de_gran_espesor,"Bien_a_pobremente_drenados,_moderadamente_profundos_a_superficiales,_extremadamente_acidos,_alta_saturacion_de_aluminio._Fertilidad_baja",CQ-6; CQ-27,CQ-6,CQ-27,NA,NA,69.49099801,2,Typic_Hapludults,Typic_Endoaquepts,NA,NA,60,40,NA,NA
642,VUB,VUBa,a,Asociacion,Caqueta,Valle_aluvial,Calido_muy_humedo,Terraza_media,Depositos_de_materiales_aluviales_mixtos,"Bien_a_imperfectamente_drenados,_moderadamente_profundos_a_superficiales,_extremada_a_muy_fuertemente_acidos._Fertilidad_baja",CQ-7; CQ-5; CQ-26,CQ-7,CQ-5,CQ-26,NA,102.242135,3,Typic_Hapludults,Aquic_Dystrudepts,Hydric_Haplofibrist,NA,40,30,30,NA
684,LVD,LVDe,"a, b, c, d, e, e2",Asociacion,Caqueta,Lomerio,Calido_humedo,Lomas_y_mesas,Arcillolitas_y_lodolitas_que_alternan_con_arenas_ferruginosas_de_la_formacion_Orito,"Bien_drenados,_profundos,_muy_fuertemente_acidos,_alta_saturacion_de_aluminio,_baja_saturacion_de_bases._Fertilidad_baja",CQ-43; CQ-44,CQ-43,CQ-44,NA,NA,22405.46122,2,Plintic_Hapludox,Typic_Udipsamments,NA,NA,60,40,NA,NA
685,LVC,LVCc,"a, b, c, c2",Asociacion,Caqueta,Lomerio,Calido_humedo,Mesas,Arcillolitas_y_lodolitas_altamente_alteradas,"Bien_a_pobremente_drenados,_profundos_a_muy_superficiales,_extremadamente_acidos,_alta_saturacion_de_aluminio._Fertilidad_muy_baja",CQ-70; 138; CQ-20,CQ-70,138,CQ-20,NA,8832.855733,3,Typic_Hapludox,Typic_Hapludults,Typic_Humaquepts,NA,40,30,30,NA
686,LVA,LVAd,"b, c, c2, d, d2, e, e2",Asociacion,Caqueta,Lomerio,Calido_humedo,Lomas_y_colinas,Arcillas_abigarradas_de_la_formacion_Orito_y_Terciario_superior,"Bien_drenados,_moderadamente_profundos_a_profundos,_muy_fuerte_a_extremadamente_acidos,_alta_saturacion_de_aluminio._Fertilidad_muy_baja",T-250; T-225; CQ-135; CQ-52,T-250,T-225,CQ-135,CQ-52,3324.490946,4,Typic_Paleudults,Typic_Hapludults,Oxic_Dystrudepts,Aeric_Endoaquents,40,40,10,10
